"","language_a","language_b","a_text","b_text","sentence_length_b","sentence_length_a"
"4624","de","en","- Bereitstellung, Anpassung bzw. Entwicklung von Hintergrundmaterial, wissenschaftlicher Dokumentation und Leitlinien für Untersuchungen und Reaktionen;","- Providing access to, adapting or developing background documentation, scientific documentation and investigation &amp; response guidelines;",16,15
"4388","de","en","- Risikobewertung, wissenschaftliche Beratung und Empfehlungen für Bekämpfungsmaßnahmen auf der Grundlage wissenschaftlicher Erkenntnisse;","- Providing risk assessment, scientific advise and recommendations on control measures based on scientific evidence;",15,13
"3924","de","en","- Bezugnahme des Plans auf andere Pläne, Leitlinien und Standard-Arbeitsanweisungen","- Reference of the plan with other plans, guidelines and Standard Operating Procedures",13,10
"3967","de","en","- Übersicht über den terminologischen und methodischen Rahmen für Epidemic Intelligence","- review terminology and methods framework for epidemic intelligence",9,11
"3113","de","en","- Bestandsaufnahme der derzeit beim ECDC entwickelten Instrumente zur Unterstützung und Erleichterung der Epidemic-Intelligence-Aktivitäten.","- review the tools currently being developed at ECDC to support and facilitate EI activities.",15,14
"2391","de","en","- Sensible Positionen in der Verwaltung, z. B. für Personal-, Rechts- und Finanzwesen und Kommunikation","- Sensitive posts in administration e.g. human resources, legal, finance and communication",12,14
"4335","de","en","- Unterstützung der Entwicklung von Kommunikationskapazitäten in den Mitgliedstaaten.","- Support the development of Member States communication capacities.",9,9
"4140","de","en","- unterstützende Tätigkeiten in der Verwaltung und operativen Referaten, z. B. als Sekretärinnen/Sekretäre und Assistentinnen/Assistenten","- Supportive posts in administration and in operational units e.g. secretaries and assistants",13,14
"4124","de","en","- Zur ersten Beratung mit den Mitgliedstaaten im Dezember 2005 kamen etwa 70 Teilnehmer.","- The 1st consultation with the MS occurred in December 2005 , with approximately 70 participants.",16,13
"4194","de","en","- Maßnahmen zur Abwehrbereitschaft und Rolle des Notfallzentrums","- The preparedness steps and the role of the Emergency Operation Centre",12,8
"3057","de","en","- Die zweite fand im September 2007 statt.","- The second one was held in September 2007.",9,8
"3151","de","en","- Maßnahme zur Ausbildung von Ausbildern oder Vorbereitungswoche zum Einführungskurs (Mahon, 22. bis 26. September 2008)","- Training of Trainers activity or preparatory week for the introductory course (Mahon, 22 to 26 September 2008)",18,15
"3810","de","en","- In zwei Funktionsräumen finden im Falle eines PHE die laufenden Arbeiten der Operativgruppen statt.","- Two Functional Rooms that will hosts daily activities of the Operational Grioups upon a PHE.",16,15
"3245","de","en","- seltenere Verwendung von Antibiotika, nämlich nur, wenn sie zur Behandlung von Patienten erforderlich sind","- use less antibiotics, i.e. only when they are needed to treat patients;",13,15
"3269","de","en","„Brown Lagoon“ war die erste interne Simulationsübung und fand im Juni 2007 statt.","“Brown Lagoon” was the first internal simulation exercise that took place in June 2007.",14,13
"2731","de","en","„Red wing“ war die erste theoretische Übung, an der auch Akteure aus EU-Mitgliedstaaten teilnahmen.","“Red wing” was the first desktop exercise involving players from EU Member States.",13,14
"4596","de","en","(1) Bewertung von Bedrohungen durch Ereignisse, die die öffentliche Gesundheit betreffen, (2) Antibiotikaresistenz und therapiebedingte Infektionen und (3) öffentliche Grippe-Aktionsprogramme.","(1) threat assessment of public health events, (2) antimicrobial resistance and health care related infections, and (3) influenza public health programmes.",21,20
"2376","de","en","(a) Sammeln, Erheben, Zusammenstellen, Auswerten und Verbreiten der einschlägigen wissenschaftlichen und technischen Daten;","(a) search for, collect, collate, evaluate and disseminate relevant scientific and technical data;",13,13
"2846","de","en","(b) Erstellung wissenschaftlicher Gutachten und Bereitstellung wissenschaftlicher und technischer Unterstützung, einschließlich Ausbildung;","(b) provide scientific opinions and scientific and technical assistance including training;",11,12
"3305","de","en","(c) rechtzeitige Information der Kommission, der Mitgliedstaaten, der Gemeinschaftseinrichtungen und der internationalen Organisationen, die im Bereich der öffentlichen Gesundheit tätig sind;","(c) provide timely information to the Commission, the Member States, Community agencies and international organisations active within the field of public health;",22,21
"3927","de","en","(e) Austausch von Informationen, Fachwissen und vorbildlichen Verfahren sowie die Erleichterung der Entwicklung und Durchführung gemeinsamer Maßnahmen.","(e) exchange information, expertise and best practices, and facilitate the development and implementation of joint actions.",16,17
"4611","de","en","(siehe Link zu den als zuständige Stellen fungierenden Einrichtungen in den Mitgliedstaaten)","(see link to institutions in the MS that are CB)",10,12
"4084","de","en","*Die für Aus- und Weiterbildung zuständigen Stellen schlagen dem ECDC Teilnehmer vor","*The Competent Bodies on   training propose participants to ECDC",10,12
"3844","de","en","25. Mai 2010 -  Bewertung von Bedrohungen durch das ECDC:","25 May 2010 -  ECDC threat assessment:",8,11
"4009","de","en","Charakteristisch für den Ausschlag ist seine allmähliche periphere Ausbreitung im Lauf einiger Tage.","A distinctive feature of the rash is that it gradually expands peripherally over a period of several days.",18,13
"3334","de","en","Es wurde eine allgemeine Risikobewertung für vektorübertragene Krankheiten in Europa durchgeführt, deren Ergebnisse demnächst veröffentlicht werden.","A general risk assessment of vector-borne diseases in Europe was carried out, the results of which will be published in the near future.",23,16
"2531","de","en","Dann tritt hohes Fieber auf, das von allgemeinen Krankheitssymptomen und oft auch Durchfall begleitet wird.","A high fever then appears accompanied by general symptoms and, often, by diarrhoea.",13,15
"4028","de","en","Es ist ein hochwirksamer Impfstoff verfügbar, der bei 95 % der geimpften Personen zur Immunität führt und Reisenden in Endemiegebiete empfohlen werden sollte.","A highly effective vaccine is available, providing immunity to 95% of vaccinated persons that should be recommended to travellers to endemic areas.",22,22
"3809","de","en","Eine wichtige Aufgabe des ECDC ist die Verstärkung der mikrobiologischen Laborunterstützung bei der Prävention und Kontrolle von Infektionskrankheiten in der EU.","A key task of ECDC is to strengthen the microbiological laboratory support for infectious diseases prevention and control in EU.",20,21
"3266","de","en","Ein Link zum Angebot an einwöchigen Kursen für die Mitgliedstaaten ist in Tabelle 2 aufgeführt.","A link to the Portfolio of one-week courses for the MS can be found in table in table 2.",19,14
"3332","de","en","Eine Person kann belesen sein und dennoch nur über eingeschränkte Gesundheitskompetenz verfügen.","A person can be literate and still have limited health literacy.",11,12
"4451","de","en","Hieran schließen sich eine Phase von Krämpfen und schließlich ein Koma an, worauf nahezu unweigerlich der Tod des Patienten folgt.","A phase of seizures and eventually coma follows, which almost invariably lead to the patient’s death.",16,20
"4502","de","en","Klinisch kann sich eine Erkrankung durch das plötzliche Auftreten von hohem Fieber, Infektionen der Augen oder der Atemwege und schwere Kopfschmerzen zeigen.","A serious clinical picture can suddenly emerge characterised by high fever, eye infection, respiratory tract infection, and severe headache.",19,22
"3383","de","en","eine ähnliche Zunahme der Fälle wurde auch in Lettland beobachtet.","a similar increase in cases was also observed in Latvia.",10,10
"2745","de","en","eine strategische Perspektive]“) ausgearbeitet, um die Abwehrbereitschaft der Mitgliedstaaten im Kampf gegen übertragbare Krankheiten zu stärken.","a strategic perspective” ) to enhance the preparedness of the Member State in the fight against communicable diseases.",18,16
"3426","de","en","Es wird ein Instrumentarium („Toolkit“) zur Stärkung der Überwachung und Reaktion entwickelt.","A toolkit for strengthening surveillance and response is being developed.",10,12
"3342","de","en","In einigen Gebieten, in denen die Krankheit endemisch ist, ist ein Impfstoff erhältlich.","A vaccine is available in some disease endemic areas.",9,13
"3787","de","en","Im ECDC findet eine jährliche Übung statt, die ausgewertet wird.","A yearly internal ECDC exercise is conducted and evaluated.",9,10
"2928","de","en","Die größte Gefahr für den Menschen stellt das Influenza-A-Virus dar.","A, B and C. The most significant threat to humans arises from the influenza A viruses.",16,10
"3149","de","en","Ungefähr 15 % der Patienten leiden über 6–9 Monate an andauernden oder wiederkehrenden Symptomen.","About 15% of patients have prolonged or relapsing symptoms over a 6–9-month period.",13,13
"4258","de","en","Die immer rasantere Wirtschaftsentwicklung und die Abgase durch Verbrennung fossiler Brennstoffe im vergangenen Jahrhundert haben die Umwelt auf nie dagewesene Weise beeinflusst.","Accelerating economic activity and fossil fuel combustion over the last century have precipitated an environmental impact of unprecedented proportions.",19,22
"2907","de","en","Akute Erkrankungen sprechen auf geeignete Antibiotika an, aber bei Herzklappeninfektionen ist möglicherweise ein operativer Eingriff erforderlich.","Acute cases respond to appropriate antibiotic treatment but infected heart valves may require surgery.",14,16
"3948","de","en","Ein akuter Krankheitsverlauf kann eine milde aber auch eine sehr schwere Erkrankung hervorrufen.","Acute illness ranges from a mild to a very severe disease.",11,13
"2788","de","en","Zusätzliche Daten werden durch direkte Kontakte mit Epidemiologen und Gesundheitsbehörden in- und außerhalb der EU erfasst.","Additional information is gathered through direct contact with epidemiologists and health authorities in EU and abroad.",16,16
"4115","de","en","Zusätzlich wurden 2008 folgende einwöchigen Kurse organisiert:","Additional one-week courses organized in 2008 were:",7,7
"3649","de","en","Jugendliche und Erwachsene infizieren sich normalerweise durch ungeschützten sexuellen Kontakt oder beim Drogenkonsum durch die gemeinsame Nutzung von Injektionsnadeln mit infizierten Personen.","Adolescents and adults normally become infected through unprotected sexual activity or as a consequence of injecting drug users sharing contaminated needles.",21,22
"2661","de","en","Bei jugendlichen und erwachsenen Frauen treten häufig Gelenkschmerzen und Gelenkentzündungen auf.","Adult and adolescent females often manifest joint pain and joint inflammation.",11,11
"2461","de","en","Beirat - Mitglieder und Vertreter - Mitgliedstaaten","Advisory Forum - Members and Alternates - Member States",9,7
"4025","de","en","Bei erkrankten Kindern können auch Komplikationen wie Lungenentzündung, ein teilweiser Lungenkollaps, Gewichtsabnahme, Leistenbruch, Krampfanfälle oder Gehirnschäden (vermutlich aufgrund der mangelnden Sauerstoffzufuhr) auftreten.","Affected children are also exposed to complications such as pneumonia, atelectasia, weight loss, hernia, seizures, encephalopathy (probably due to hypoxia).",20,22
"3309","de","en","Nach einer Inkubationszeit von 1–2 Wochen bricht die Krankheit mit hohem Fieber, Unwohlsein, Husten, Ausschlag und einer vergrößerten Milz aus.","After 1-2 weeks incubation period, a disease characterised by high fever, malaise, cough, rash and enlarged spleen develops.",18,20
"2366","de","en","Nach einer kurzen Inkubationszeit von höchstens 5 Tagen können die typischen Symptome auftreten, Erbrechen und wässrige Durchfälle.","After a short incubation period of less than five days, the typical symptoms might develop, characterised by vomiting and watery diarrhoea.",21,17
"3864","de","en","Nach einer Inkubationszeit von durchschnittlich 12 Tagen trat ein plötzliches hohes Fieber auf, das von unspezifischen allgemeinen Krankheitssymptomen begleitet wurde.","After an average incubation period of 12 days, a high fever accompanied by non-specific general symptoms abruptly appeared.",18,20
"3122","de","en","Nach einer Inkubationszeit von 8–10 Tagen tritt eine leichte und meist selbstbegrenzende grippeähnliche Erkrankung auf.","After an incubation of 8-10 days, a mild and usually self-limited flu-like illness develops.",14,15
"2708","de","en","Nach einer Inkubationszeit von 10–90 Tagen (durchschnittlich 3 Wochen) treten klinische Symptome auf:","After an incubation period of 10 to 90 days (three weeks on average) clinical symptoms appear:",16,13
"3483","de","en","Nach einer Inkubationszeit von 2–5 Tagen (allgemein 1–10 Tagen) treten häufig Symptome wie schwere Bauchschmerzen, wässriger oder blutiger Durchfall und Fieber auf.","After an incubation period of 2–5 days (range 1–10 days) common symptoms are severe abdominal pain, watery and/or bloody diarrhoea and fever.",22,22
"4129","de","en","Nach einer Inkubationszeit von etwa 3–5 Tagen beginnen plötzliche Symptome mit hohem Fieber.","After an incubation period of about 3–5 days symptoms start abruptly with high fever.",14,13
"2778","de","en","Nach einer Inkubationszeit von etwa drei Wochen tritt bei Schwangeren eine selbstbegrenzende grippeähnliche Erkrankung auf, die den Uterus befallen kann.","After an incubation period of about three weeks pregnant women may suffer from a self-limiting influenza-like illness which may affect the uterus.",22,20
"2474","de","en","Nach einer Inkubationszeit von 5–60 Tagen können die Symptome entweder akut oder schleichend auftreten.","After an incubation period of five to 60 days, symptoms may appear either acutely or insidiously.",16,14
"2548","de","en","Nach einer Inkubationszeit von meist 2–3 Wochen können Krankheitssymptome auftreten, aber in der Regel ist dies nicht der Fall.","After an incubation period of, usually, 2–3 weeks, disease symptoms may appear but more frequently they do not.",18,19
"2538","de","en","Nach der Infektion durch verunreinigte Nahrungsmittel entwickeln die meisten gesunden Erwachsenen keine Symptome, ausgenommen schwangere Frauen.","After exposure (via contaminated food) most healthy adults do not develop any symptoms, except in the case of pregnant women.",20,16
"2959","de","en","Die Inkubationszeit beträgt 2–30 Tage, im Durchschnitt 10 Tage. Die Symptome sind unterschiedlich.","After exposure, the incubation period ranges between two and 30 days (with an average of 10 days).",17,13
"3639","de","en","An die Aufnahme des Bakteriums schließt sich eine Inkubationszeit von 2–10 Tagen an.","After exposure, the incubation period varies from two to ten days.",11,13
"2729","de","en","Nach dem Stich einer infizierten Mücke treten nach einer Inkubationszeit von 1–6 Tagen Symptome auf, die vom Alter des Patienten abhängen:","After the infectious bite, an incubation period of 1–6 days precedes symptoms which tend to vary with the patient’s age:",20,21
"4076","de","en","AIDS ist definiert als das Vorhandensein einer oder mehrerer opportunistischer Krankheiten, das heißt Krankheiten, die sich aufgrund des geschwächten Immunsystems entwickeln konnten.","AIDS is defined by the presence of one or more “opportunistic” illnesses (other illnesses due to decreased immunity).",18,22
"4639","de","en","Benachrichtigungen und Newsletter Bitte füllen Sie das nachstehende Formular aus, um Benachrichtigungen und Newsletter per E-Mail zu erhalten.","Alerts and Newsletters Please fill in the form below to get alerts and newsletters via e-mail.",16,18
"4311","de","en","Die Tätigkeiten des Zentrums basieren auf dem in Artikel 3 der Gründungsverordnung 851/2004 des ECDC (EG) genannten Auftrag:","All activities of the Centre are based on the mission statement as formulated in Article 3 of the ECDC Founding Regulation EC 851/2004:",23,18
"4368","de","en","Mit allen diesen Readern können Sie aber genau die RSS-Dienste anzeigen und abonnieren, die Sie möchten.","All allow you to display and subscribe to the RSS feeds you want.",13,16
"2779","de","en","Alle klinischen Verlaufsformen sind durch die längere Gabe von Antibiotika behandelbar, aber die Prognose bei den schwersten Erkrankungen ist ungünstig.","All clinical presentations are treatable with prolonged courses of antibiotics, but the prognosis of the most serious ones is poor.",20,20
"3945","de","en","Den medizinischen Fachkräften obliegt eine Hauptverantwortung, auf allen gesellschaftlichen Ebenen als Fürsprecher für die öffentliche Gesundheit zu wirken.","All health professionals have a major responsibility to act as advocates for public health at all levels in society.",19,18
"2361","de","en","Die Zeitschrift beschäftigt sich mit allen Aspekten der Epidemiologie, Prävention und Kontrolle übertragbarer Krankheiten aus europäischer Sicht.","All longer and many of the shorter articles are also published on paper in a quarterly print compilation.",18,17
"3147","de","en","Allen Bediensteten auf Zeit wird ein Vertrag für fünf Jahre mit einer Probezeit von sechs Monaten angeboten.","All temporary agents are offered a contract of five years, with an initial probation period of six months.",18,17
"3282","de","en","Alle Aus- und Weiterbildungsaktivitäten des ECDC entsprechen der mehrjährigen Ausbildungsstrategie, die unter Beteiligung aller Mitgliedstaaten entwickelt wurde.","All training activities of ECDC follow the multi annual training strategy that has been developed with input from all Member States.",21,17
"4538","de","en","Nach dem gleichen Verfahren erfolgt die Ernennung von Vertretern des Mitglieds für den Fall seiner Abwesenheit.","Alternates who represent the member in his/her absence shall be appointed by the same procedure.",15,16
"3006","de","en","Erreger ist das Leptospira-Bakterium. Die Krankheit tritt zwar häufiger in den Tropenregionen auf, kommt aber auch in gemäßigten Zonen vor, auch in Europa.","Although more common in tropical areas of the world, the disease is also present in temperate areas, including Europe.",19,23
"4503","de","en","Ein Notfall ist ein außergewöhnliches Ereignis, dessen Bewältigung die Kapazitäten der normalen Ressourcen (potenziell) übersteigt.","An emergency is an exceptional event that exceeds or potentially exceeds the capacity of normal resources to cope.",18,15
"2419","de","en","Ein Beispiel für diese Arbeit ist die jährliche  Europäische wissenschaftliche Konferenz für angewandte  Epidemiologie von Infektionskrankheiten (ESCAIDE) .","An example of such work is the annual  European Scientific Conference on Applied Infectious Disease Epidemiology (ESCAIDE) .",19,20
"2820","de","en","Ein Beispiel für diese Arbeit ist die jährliche Europäische wissenschaftliche Konferenz für angewandte.","An example of such work is the annual European Scientific Conference on Applied Infectious Disease Epidemiology (ESCAIDE).",17,13
"2936","de","en","Ein Säugling, der während der Schwangerschaft mit Rubella-Viren infiziert wurde, kann das Virus noch ein Jahr lang ausscheiden, manchmal sogar noch länger.","An infant infected with rubella during pregnancy can continue to shed the virus for about one year, sometimes longer.",19,22
"3710","de","en","Überall in der Welt ist eine ältere Generation von Polysaccharid-Impfstoffen gegen Pneumokokken zugelassen.","An older generation of pneumococcal vaccines (polysaccharide vaccines) are registered throughout the world.",13,13
"3449","de","en","In einer laufenden Kooperation mit ASPHER wird diese Vereinigung bei der Entwicklung von Kernkompetenzen in der Ausbildung für das öffentliche Gesundheitswesen unterstützt.","An ongoing collaboration with ASPHER exists, contributing to their development of core competencies in public health education.",17,22
"3941","de","en","Wesentlich für eine erfolgreiche Kommunikation während einer Krise ist die offene, ehrliche und ständige Interaktion mit der Zielgruppe.","An open, honest, and ongoing interaction with the audience remains essential to successful communication during crisis.",16,18
"3870","de","en","Ich bin stolz darauf, mit ihnen zusammenzuarbeiten.","And I am proud to work with them.",8,7
"2998","de","en","Jährliche Beratungen über Reaktionsmaßnahmen begannen 2006. Die Sitzungsberichte sind unter folgenden Adressen abrufbar:","Annual consultations on response activities started in 2006, and the meeting reports can be accessed using the following links:",19,13
"4023","de","en","Jährlich werden Treffen mit den Mitgliedstaaten und Interessengruppen zur Überwachung der Fortschritte und Feinabstimmung der Ausbildungsstrategie des ECDC organisiert.","Annual Meetings with Member States and with stakeholders are being organized to monitor progress and refine the ECDC training strategy:",20,19
"2834","de","en","Tatsächlich gibt es die Anopheles-Stechmücken in diesen Regionen immer noch, auch in Europa.","Anopheles mosquitoes are in fact still present in those areas, including in Europe.",13,13
"4351","de","en","Terrordrohungen mit Milzbranderregern wurden in Europa untersucht.","Anthrax-related bioterrorist threats have been investigated in Europe.",8,7
"2950","de","en","Eine wirksame Behandlung besteht in der Gabe von Antibiotika und dem Ausgleich des Flüssigkeitsverlustes.","Antibiotic therapy and fluid replacement are effective.",7,14
"3237","de","en","Durch die Behandlung mit Antibiotika hat sich die Prognose bei Typhuserkrankungen, die unbehandelt für 10 % der Patienten tödlich verlaufen, deutlich verbessert.","Antibiotic therapy has radically changed the prognosis of typhoid, which, untreated, has a 10% death rate.",16,21
"3898","de","en","Eine Therapie mit Antibiotika hilft nicht, kann sogar die Entstehung eines HUS begünstigen.","Antibiotic therapy is not helpful (it might even favour HUS development).",11,13
"2405","de","en","Eine Antibiotikabehandlung ist wirksam, wenn sie in einem frühen Stadium verabreicht wird.","Antibiotic treatment is effective if given at an early stage.",10,12
"3602","de","en","Antibiotika werden oft unnötigerweise bei Infektionen durch Viren verschrieben, gegen die sie wirkungslos sind.","Antibiotics are often unnecessarily prescribed for viral infections, against which they have no effect.",14,14
"4630","de","en","Die Gabe von Antibiotika, insbesondere in einem frühen Krankheitsstadium, kann die Dauer der Erkrankung verkürzen.","Antibiotics may reduce the duration of the disease, especially if administered in its early stages.",15,15
"3847","de","en","Antiviren und antivirale Resistenz - Influenza -","Antivirals and Antiviral Resistance – Influenza -",7,7
"4378","de","en","Jegliche Wiedergabe für kommerzielle Zwecke erfordert eine Lizenznahme oder vorherige Erlaubnis.","Any reproduction for commercial purposes will require licensing or prior permission.",11,11
"4174","de","en","Beim Europäischen Zentrum für die Prävention und die Kontrolle von Krankheiten (Zentrum) können Sie sich für folgende Positionen bewerben:","Applications are invited for the below mentioned position in the European Centre for Disease Prevention and Control (the Centre):",19,19
"4485","de","en","Je nach Erreger sind andere Typisierungsmethoden und Zielsetzungen angezeigt.","Appropriate typing method and purpose vary between different pathogens.",9,9
"4480","de","en","Man geht davon aus, dass ungefähr 20–30 % der NI durch verbesserte Hygiene und Kontrollprogramme vermeidbar wären.","Approximately 20–30% of HCAI are considered to be preventable by intensive hygiene and control programmes.",15,16
"4120","de","en","Man geht davon aus, dass ungefähr 20-30 % der nosokomialen Infektionen durch verbesserte Hygiene und Kontrollprogramme vermeidbar wären.","Approximately 20–30% of healthcare-associated infections are considered to be preventable by intensive hygiene and control programmes.",16,17
"3425","de","en","Sind Sie neugierig darauf, was hinter der Bühne geschieht?","Are you curious to know what is going on behind the scene?",12,9
"3239","de","en","Arenaviren sind Hüllviren mit einem Durchmesser von rund 120 nm und einem bi-segmentierten negativen RNA-Strang als Genom.","Arenaviruses are enveloped viruses (about 120 nm diameter) with a bi-segmented negative strand RNA genome.",15,17
"2792","de","en","ARHAI - Antimicrobial Resistance and Healthcare-Associated Infections (Antibiotikaresistenz und Nosokomialinfektionen) FWD - Food- and Waterborne Diseases (Lebensmittel- und wasserbedingte Krankheiten)","ARHAI - Antimicrobial Resistance and Healthcare-Associated Infections FWD - Food- and Waterborne Diseases",13,20
"2989","de","en","In Artikel 12 der ECDC-Gründungsverordnung ist die Rolle des Zentrums bei der Kommunikation im Gesundheitssektor genauer ausgeführt:","Article 12 of the ECDC Founding Regulation gives details on the Centre’s role in communications:",15,16
"3701","de","en","Das führt dazu, dass Organisationsstrukturen und Kommunikationsmittel, die unter normalen Umständen ausreichen, überlastet sind.","As a result, organizational structures and communication links, which are adequate under normal conditions, are overwhelmed.",16,14
"4053","de","en","Die Krankheit ist daher im Wesentlichen auf tropische Länder beschränkt.","As a result, the disease is now essentially limited to tropical countries.",12,10
"2699","de","en","Seit März 2007 gibt das ECDC die Zeitschrift  Eurosurveillance  heraus.","As of March 2007, the journal  Eurosurveillance  is hosted by ECDC.",13,12
