"","language_a","language_b","a_text","b_text","sentence_length_b","sentence_length_a"
"1541","es","en","- Programma di formazione in epidemiologia applicata (PROFEA )","- Programma di formazione in epidemiologia applicata (PROFEA )",9,9
"1516","es","en","- Programme de formation à l'épidémiologie de terrain (PROFET)","- Programme de formation à l'épidémiologie de terrain (PROFET)",9,9
"227","es","en","- Fomentar, iniciar y coordinar estudios científicos","- Promoting, initiating and coordinating scientific studies",7,7
"2345","es","en","- facilitar un resumen de las amenazas ligadas a las enfermedades transmisibles constatadas en 2007, catalogarlas y subrayar los problemas principales;","- provide a summary of the threats related to communicable diseases which were monitored in 2007, categorize them, pinpoint major issues",21,21
"106","es","en","- facilitará, adaptará o desarrollará informaciones contextualizadas, así como documentación y directrices en materia de investigación y respuesta;","- Providing access to, adapting or developing background documentation, scientific documentation and investigation &amp; response guidelines;",16,18
"2051","es","en","- Evaluación rápida de situaciones de emergencia complejas","- Rapid assessment of complex emergency situations",7,8
"1903","es","en","- Una referencia del plan a otros planes, directrices y procedimientos normalizados de trabajo","- Reference of the plan with other plans, guidelines and Standard Operating Procedures",13,14
"458","es","en","- examinar el marco terminológico y metodológico empleados en relación con la información epidemiológica;","- review terminology and methods framework for epidemic intelligence",9,14
"289","es","en","- puestos estratégicos en el seno de la administración, por ejemplo, recursos humanos, departamento jurídico, finanzas y comunicación","- Sensitive posts in administration e.g. human resources, legal, finance and communication",12,18
"2232","es","en","- Amparar el desarrollo de las capacidades de comunicación de los Estados miembros.","- Support the development of Member States communication capacities.",9,13
"1579","es","en","- a instancia suya, aportará apoyo a los Estados miembros en materia de actividades de respuesta.","- Supporting MS, upon request, in response activities;",8,16
"378","es","en","- puestos de apoyo en las unidades administrativas y ejecutivas. Por ejemplo, puestos de secretaría y asistentes","- Supportive posts in administration and in operational units e.g. secretaries and assistants",13,17
"2073","es","en","- La primera consulta con los Estados miembros tuvo lugar en diciembre de 2005, y en ella se dieron cita aproximadamente 70 participantes.","- The 1st consultation with the MS occurred in December 2005 , with approximately 70 participants.",16,23
"1192","es","en","- Los mecanismos de alerta y los procedimientos para activarlos","- The mechanisms for alert and activation",7,10
"172","es","en","- Los procedimientos de reacción y el papel del Centro de operaciones de emergencia","- The preparedness steps and the role of the Emergency Operation Centre",12,14
"1569","es","en","- La segunda tuvo lugar en septiembre de 2007.","- The second one was held in September 2007.",9,9
"1992","es","en","- La creación de una estructura específica de gestión de las amenazas sanitarias","- The set up of a dedicated PHE management structure",10,13
"1584","es","en","- Actividad de Formación para formadores o semana de preparación para el curso introductorio (Mahón, 22 a 26 de septiembre de 2008)","- Training of Trainers activity or preparatory week for the introductory course (Mahon, 22 to 26 September 2008)",18,22
"2216","es","en","- Dos Salas funcionales que acogerán las actividades cotidianas de los Grupos operativos en caso de amenaza sanitaria.","- Two Functional Rooms that will hosts daily activities of the Operational Grioups upon a PHE.",16,18
"1475","es","en","- utilizar menos antibióticos, es decir, sólo cuando resultan necesarios para tratar a los pacientes;","- use less antibiotics, i.e. only when they are needed to treat patients;",13,15
"549","es","en","- Cuestiones relacionadas con la vacunación para epidemiólogos (abril de 2008)","- Vaccination issues for epidemiologists (April 2008)",7,11
"1146","es","en","El primer ejercicio de simulación interno, «Brown Lagoon», tuvo lugar en junio de 2007.","“Brown Lagoon” was the first internal simulation exercise that took place in June 2007.",14,14
"1384","es","en","(a) buscará, recopilará, cotejará, evaluará y difundirá los datos científicos y técnicos pertinentes;","(a) search for, collect, collate, evaluate and disseminate relevant scientific and technical data;",13,13
"712","es","en","(b) facilitará dictámenes científicos y asistencia científica y técnica, incluida la formación;","(b) provide scientific opinions and scientific and technical assistance including training;",11,12
"2076","es","en","(e) procederá a intercambiar información, conocimientos especializados y mejores prácticas, y propiciará la preparación y ejecución de acciones comunes.","(e) exchange information, expertise and best practices, and facilitate the development and implementation of joint actions.",16,19
"1474","es","en","(véase el enlace a las instituciones de los Estados miembros que son órganos competentes)","(see link to institutions in the MS that are CB)",10,14
"247","es","en","*Los órganos competentes en materia de formación proponen los participantes al ECDC","*The Competent Bodies on   training propose participants to ECDC",10,12
"736","es","en","25 de mayo de 2010 -  Evaluación de amenazas del ECDC: el exantema vírico de manos, pies y boca en Asia","25 May 2010 -  ECDC threat assessment: Hand, foot and mouth disease (HFMD) in Asia",16,22
"1832","es","en","descripción básica del equipo de crisis del ECDC:","a basic description of ECDC crisis team:",7,8
"1696","es","en","Una característica distintiva de la erupción es que se extiende poco a poco en sentido periférico a lo largo de varios días.","A distinctive feature of the rash is that it gradually expands peripherally over a period of several days.",18,22
"2279","es","en","Se realizó una evaluación general de los riesgos ligados a las enfermedades transmitidas por vectores en Europa, y los resultados se publicarán próximamente.","A general risk assessment of vector-borne diseases in Europe was carried out, the results of which will be published in the near future.",23,23
"1172","es","en","A continuación aparece fiebre alta acompañada de síntomas generales y, a menudo, diarrea.","A high fever then appears accompanied by general symptoms and, often, by diarrhoea.",13,13
"226","es","en","En el cuadro 2 encontrará un enlace a la Cartera de cursos de una semana para los Estados miembros.","A link to the Portfolio of one-week courses for the MS can be found in table in table 2.",19,19
"1867","es","en","Una persona puede estar alfabetizada pero tener una alfabetización sanitaria limitada.","A person can be literate and still have limited health literacy.",11,11
"1577","es","en","Después hay una fase de convulsiones y, en último término, sobreviene el coma, que prácticamente siempre acaba con la muerte del paciente.","A phase of seizures and eventually coma follows, which almost invariably lead to the patient’s death.",16,22
"359","es","en","Un punto de contacto al que pueda dirigir sus consultas o quejas.","A point of contact if you have queries or complaints.",10,12
"1828","es","en","Puede surgir bruscamente un cuadro clínico grave caracterizado por fiebre alta, infección ocular, infección respiratoria y cefalea intensa.","A serious clinical picture can suddenly emerge characterised by high fever, eye infection, respiratory tract infection, and severe headache.",19,18
"2301","es","en","El Centro desarrolla actualmente un conjunto de herramientas destinadas a reforzar la vigilancia y la respuesta.","A toolkit for strengthening surveillance and response is being developed.",10,16
"1601","es","en","Hasta la fecha ha recibido formación un total de 58 profesionales.","A total of 58 professionals have been trained to date.",10,11
"1387","es","en","En algunas regiones en que la enfermedad es endémica hay una vacuna.","A vaccine is available in some disease endemic areas.",9,12
"2167","es","en","Cada año se efectúa un ejercicio de simulación interno del ECDC, junto con su evaluación.","A yearly internal ECDC exercise is conducted and evaluated.",9,15
"382","es","en","Cerca del 15 % de los pacientes presentan síntomas prolongados o recidivantes durante un período de 6 a 9 meses.","About 15% of patients have prolonged or relapsing symptoms over a 6–9-month period.",13,18
"1740","es","en","Entre el 20 % y el 50 % de las infecciones por rubéola cursan sin síntomas.","About 20–50% of rubella infections remain without symptoms.",8,14
"2243","es","en","Los casos agudos responden a un tratamiento antibiótico adecuado, aunque las válvulas cardíacas infectadas pueden precisar cirugía.","Acute cases respond to appropriate antibiotic treatment but infected heart valves may require surgery.",14,17
"1988","es","en","La enfermedad aguda puede ser desde leve hasta muy grave.","Acute illness ranges from a mild to a very severe disease.",11,10
"1442","es","en","El contacto directo con epidemiólogos y autoridades sanitarias de la UE y de terceros países permite recopilar información adicional.","Additional information is gathered through direct contact with epidemiologists and health authorities in EU and abroad.",16,19
"1488","es","en","Los cursos de una semana adicionales que se organizaron en 2008 fueron:","Additional one-week courses organized in 2008 were:",7,12
"803","es","en","Las mujeres adultas y las adolescentes manifiestan con frecuencia dolor e inflamación articular.","Adult and adolescent females often manifest joint pain and joint inflammation.",11,13
"846","es","en","Foro Consultivo - Miembros titulares y suplentes - Estados miembros","Advisory Forum - Members and Alternates - Member States",9,10
"633","es","en","Los niños afectados también están expuestos a complicaciones como neumonía, atelectasia, pérdida de peso, hernia, convulsiones y encefalopatía (probablemente por hipoxia).","Affected children are also exposed to complications such as pneumonia, atelectasia, weight loss, hernia, seizures, encephalopathy (probably due to hypoxia).",20,21
"2093","es","en","Tras un período de incubación de 1 a 2 semanas surge una enfermedad caracterizada por fiebre alta, malestar general, tos, exantema y esplenomegalia.","After 1-2 weeks incubation period, a disease characterised by high fever, malaise, cough, rash and enlarged spleen develops.",18,22
"1775","es","en","Tras un breve período de incubación de menos de cinco días pueden presentarse los síntomas habituales, caracterizados por vómitos y diarrea acuosa.","After a short incubation period of less than five days, the typical symptoms might develop, characterised by vomiting and watery diarrhoea.",21,22
"1391","es","en","Tras un período de incubación medio de 12 días, aparecía bruscamente una fiebre alta acompañada de síntomas generales inespecíficos.","After an average incubation period of 12 days, a high fever accompanied by non-specific general symptoms abruptly appeared.",18,18
"406","es","en","Tras una incubación de 8 a 10 días se declara una enfermedad seudogripal leve y habitualmente de resolución espontánea.","After an incubation of 8-10 days, a mild and usually self-limited flu-like illness develops.",14,17
"50","es","en","Tras un período de incubación de 10 a 90 días (tres semanas de media) aparecen síntomas clínicos:","After an incubation period of 10 to 90 days (three weeks on average) clinical symptoms appear:",16,15
"726","es","en","Tras un período de incubación de 3 a 5 días, aparecen bruscamente síntomas con fiebre alta.","After an incubation period of about 3–5 days symptoms start abruptly with high fever.",14,15
"738","es","en","Los síntomas pueden aparecer de forma aguda o gradual tras un período de incubación de cinco a 60 días.","After an incubation period of five to 60 days, symptoms may appear either acutely or insidiously.",16,18
"2134","es","en","Tras la exposición (por medio de alimentos contaminados), la mayoría de los adultos sanos no manifiestan síntoma alguno, salvo las mujeres embarazadas.","After exposure (via contaminated food) most healthy adults do not develop any symptoms, except in the case of pregnant women.",20,22
"1950","es","en","Tras la exposición, el período de incubación oscila entre dos y 30 días (con una media de 10 días).","After exposure, the incubation period ranges between two and 30 days (with an average of 10 days).",17,17
"1838","es","en","Tras la exposición, el período de incubación varía entre dos y diez días.","After exposure, the incubation period varies from two to ten days.",11,13
"1913","es","en","Alertas y boletines Cumplimente el formulario siguiente para recibir alertas y boletines por correo electrónico.","Alerts and Newsletters Please fill in the form below to get alerts and newsletters via e-mail.",16,15
"911","es","en","Todos permiten ver las fuentes RSS deseadas y suscribirse a ellas.","All allow you to display and subscribe to the RSS feeds you want.",13,11
"1649","es","en","Todas las presentaciones clínicas son tratables con ciclos prolongados de antibióticos, si bien el pronóstico de las más graves es malo.","All clinical presentations are treatable with prolonged courses of antibiotics, but the prognosis of the most serious ones is poor.",20,21
"851","es","en","Todos los profesionales sanitarios tienen la responsabilidad de actuar como defensores de la salud pública en todos los niveles de la sociedad.","All health professionals have a major responsibility to act as advocates for public health at all levels in society.",19,22
"1622","es","en","Todos los artículos largos y muchos de los breves se publican también en papel en una recopilación trimestral.","All longer and many of the shorter articles are also published on paper in a quarterly print compilation.",18,18
"976","es","en","A todos los agentes temporales se les ofrece un contrato de cinco años, con un periodo inicial de prueba de seis meses.","All temporary agents are offered a contract of five years, with an initial probation period of six months.",18,22
"177","es","en","Los suplentes, que representan a los miembros titulares en su ausencia, son nombrados por el mismo procedimiento.","Alternates who represent the member in his/her absence shall be appointed by the same procedure.",15,17
"1637","es","en","Aunque es más frecuente en las regiones tropicales del planeta, esta enfermedad también está presente en zonas templadas, incluso de Europa.","Although more common in tropical areas of the world, the disease is also present in temperate areas, including Europe.",19,21
"524","es","en","Aunque están ampliamente distribuidas por todo el mundo, las especies asociadas con la enfermedad clínica humana dependen del lugar geográfico.","Although they are widely distributed throughout the world, the species and associated human clinical diseases vary depending on the geographical locations.",21,20
"372","es","en","Una emergencia es un acontecimiento excepcional que supera o puede superar las capacidades de reacción normalmente disponibles.","An emergency is an exceptional event that exceeds or potentially exceeds the capacity of normal resources to cope.",18,17
"664","es","en","Un ejemplo de este trabajo es la  Conferencia Científica Europea sobre Epidemiología aplicada de las Enfermedades Contagiosas (ESCAIDE) .","An example of such work is the annual  European Scientific Conference on Applied Infectious Disease Epidemiology (ESCAIDE) .",19,20
"1869","es","en","Un ejemplo de este trabajo es la Conferencia científica europea sobre la epidemiología aplicada de las enfermedades contagiosas (ESCAIDE).","An example of such work is the annual European Scientific Conference on Applied Infectious Disease Epidemiology (ESCAIDE).",17,19
"330","es","en","Se comercializa en todo el mundo una generación más antigua de vacunas antineumocócicas (vacunas de polisacáridos)","An older generation of pneumococcal vaccines (polysaccharide vaccines) are registered throughout the world.",13,16
"2050","es","en","Existe una colaboración continua con ASPHER, contribuyendo a su desarrollo de competencias clave sobre educación de salud pública.","An ongoing collaboration with ASPHER exists, contributing to their development of core competencies in public health education.",17,18
"323","es","en","Una relación abierta, sincera y continua con la audiencia sigue siendo esencial para la comunicación eficaz durante una crisis.","An open, honest, and ongoing interaction with the audience remains essential to successful communication during crisis.",16,19
"1515","es","en","Y estoy orgulloso que trabajar con ellos.","And I am proud to work with them.",8,7
"587","es","en","y Formación conjunta sobre aspectos epidemiológicos y microbiológicos de la investigación de brotes.","and joint training on epidemiological and microbiological aspects of outbreak investigation.",11,13
"1287","es","en","y otros factores que contribuyen a dotar a cada situación de un carácter único.","and other factors that contribute to the uniqueness of each situation.",11,14
"855","es","en","Declaración anual de intereses del Director, Marc Sprenger","Annual declaration of interest of Director, Marc Sprenger",8,8
"1332","es","en","Declaración anual de intereses del equipo de la gripe del ECDC","Annual declaration of interest, ECDC influenza team",7,11
"1461","es","en","En realidad, los mosquitos anófeles aún siguen presentes en estas zonas, incluida Europa.","Anopheles mosquitoes are in fact still present in those areas, including in Europe.",13,13
"857","es","en","En Europa se han investigado amenazas bioterroristas relacionadas con el carbunco.","Anthrax-related bioterrorist threats have been investigated in Europe.",8,11
"233","es","en","El tratamiento antibiótico y la reposición de líquidos son eficaces.","Antibiotic therapy and fluid replacement are effective.",7,10
"599","es","en","El tratamiento antibiótico ha cambiado radicalmente el pronóstico de la fiebre tifoidea, que, si se deja sin tratar, provoca una mortalidad del 10 %.","Antibiotic therapy has radically changed the prognosis of typhoid, which, untreated, has a 10% death rate.",16,23
"1305","es","en","El tratamiento antibiótico no resulta útil (incluso podría favorecer el desarrollo del SHU).","Antibiotic therapy is not helpful (it might even favour HUS development).",11,13
"286","es","en","El tratamiento antibiótico es eficaz si se administra en las fases iniciales.","Antibiotic treatment is effective if given at an early stage.",10,12
"810","es","en","A menudo se recetan sin necesidad para tratar infecciones virales, contra las que carecen de efecto.","Antibiotics are often unnecessarily prescribed for viral infections, against which they have no effect.",14,16
"166","es","en","Los antibióticos pueden acortar la duración de la enfermedad, en especial cuando se administran en sus fases iniciales.","Antibiotics may reduce the duration of the disease, especially if administered in its early stages.",15,18
"1423","es","en","La reproducción con fines comerciales exigirá la licencia o la autorización previas.","Any reproduction for commercial purposes will require licensing or prior permission.",11,12
"1267","es","en","Pueden enviar su solicitud para los siguientes puestos en el Centro Europeo para la Prevención y el Control de las Enfermedades (el Centro):","Applications are invited for the below mentioned position in the European Centre for Disease Prevention and Control (the Centre):",19,23
"1839","es","en","Los métodos de tipificación adecuados y la finalidad de este trabajo dependen de cada patógeno.","Appropriate typing method and purpose vary between different pathogens.",9,15
"132","es","en","En torno al 20 %–30 % de las infecciones nosocomiales se consideran evitables mediante programas intensivos de higiene y control.","Approximately 20–30% of HCAI are considered to be preventable by intensive hygiene and control programmes.",15,18
"116","es","en","Entre el 20 % y el 30 % de las infecciones nosocomiales se consideran evitables mediante programas intensivos de higiene y control.","Approximately 20–30% of healthcare-associated infections are considered to be preventable by intensive hygiene and control programmes.",16,20
"678","es","en","Archivo de documentos financieros de todos los años anteriores","Archive of financial documents from all previous years",8,9
"155","es","en","¿Le interesa saber lo que está pasando entre bastidores?","Are you curious to know what is going on behind the scene?",12,9
"255","es","en","Los arenavirus son virus con membrana de unos 120 nm de diámetro con un genoma formado por una cadena de ARN negativa bisegmentada.","Arenaviruses are enveloped viruses (about 120 nm diameter) with a bi-segmented negative strand RNA genome.",15,23
"2244","es","en","ARHAI: resistencia antimicrobiana e infecciones nosocomiales FWD. enfermedades transmitidas por los alimentos y el agua","ARHAI - Antimicrobial Resistance and Healthcare-Associated Infections FWD - Food- and Waterborne Diseases",13,15
"304","es","en","El artículo 12 del Reglamento de base del ECDC proporciona información sobre la función del Centro en materia de comunicación:","Article 12 of the ECDC Founding Regulation gives details on the Centre’s role in communications:",15,20
"1343","es","en","En consecuencia, las estructuras organizativas y los canales de comunicación, que en circunstancias normales permiten dar a basto, se colapsan.","As a result, organizational structures and communication links, which are adequate under normal conditions, are overwhelmed.",16,20
"1695","es","en","En consecuencia, en la actualidad esta enfermedad se limita básicamente a los países tropicales.","As a result, the disease is now essentially limited to tropical countries.",12,14
"393","es","en","El ECDC acoge la revista científica  Eurosurveillance  desde marzo de 2007.","As of March 2007, the journal  Eurosurveillance  is hosted by ECDC.",13,13
"1412","es","en","El ECDC acoge la revista científica Eurosurveillance desde marzo de 2007.","As of March 2007, the journal Eurosurveillance is hosted by ECDC.",11,11
"433","es","en","ASPHER - ECDC participó en la 5ª Conferencia de TEPHINET en Kuala Lumpur","ASPHER - ECDC participated in TEPHINET 5TH Conference in Kuala Lumpur",11,13
"636","es","en","EVALUACIÓN DE LA CAPACIDAD EPIDEMIOLÓGICA, RECURSOS DE FORMACIÓN Y NECESIDADES EN LOS ESTADOS MIEMBROS","Assessment of epidemiological capacity, training resources and needs in the Member States",12,14
"1661","es","en","En Europa o cerca de sus fronteras hay al menos seis especies transmisoras de fiebre recidivante.","At least six TBRF species are known to occur in Europe or close to its boundaries.",16,16
"312","es","en","En el cruce, siga por la calle que sube.","At the crossroad, follow the street that goes up.",9,9
"1470","es","en","la disponibilidad (o no) de recursos humanos y materiales para hacerle frente;","availability of human and material resources to address it;",9,12
"660","es","en","disponibilidad de equipamiento de sistemas, por ejemplo, videoconferencia, teleconferencia, etc.;","availability of systems equipment, e.g. videoconference, teleconference, etc ;",9,10
"2157","es","en","conceptos de epidemiología básica, principios de vigilancia, métodos epidemiológicos analíticos e investigación de brotes.","basic epidemiology concepts, principles of surveillance, outbreak investigation and analytical epidemiological methods.",12,14
"2206","es","en","Asegúrese de especificar la página web o el archivo con el que haya tenido dificultades de acceso.","Be sure to specify the web page or file being referenced in reporting the accessibility issue.",16,17
"2046","es","en","Porque con frecuencia se dirigen a grupos específicos que representan creencias, valores, actitudes, normas sociales y culturales y percepciones diferentes.","Because these are often addressing specific groups representing different sets of beliefs, values, attitudes, social and cultural norms and perceptions.",20,20
"706","es","en","Anteriormente había desempeñado el cargo de Secretaria de Estado en el Ministerio de Sanidad de Hungría.","Before joining the EU, she was Secretary of State in Hungarys Ministry of Health.",14,16
"1036","es","en","Puede haber flatulencia, cansancio y malabsorción de vitaminas y grasas.","Bloating, fatigue, and malabsorption of vitamins and fats may occur.",10,10
"426","es","en","Hay pulgas hematófagas que transmiten las bacterias entre los animales, y pueden resultar infectadas diversas especies de roedores.","Blood sucking fleas transmit the bacteria among animals, and various species of rodents can become infected.",16,18
"1611","es","en","Ambas son enfermedades raras, pero pueden asociarse a una mortalidad elevada.","Both are rare diseases, but have the potential of causing high death rates.",13,11
"478","es","en","Ambas son zoonosis, en las que un número elevado de animales, sobre todo los cerdos, actúan como reservorios.","Both are zoonoses, with a large number of animals, but mainly pigs, acting as reservoirs.",15,18
"669","es","en","Ambas infecciones responden bien a los antibióticos, aunque el dolor abdominal sin tratar puede persistir durante mucho tiempo.","Both infections respond well to antibiotics, but untreated symptoms of abdominal pain may last for a long while.",18,18
"1077","es","en","Ambas redes reciben financiación del ECDC por intermedio de licitaciones.","Both networks receive funding from ECDC through public tenders.",9,10
"916","es","en","El botulismo es una grave enfermedad paralizante provocada por una toxina nerviosa que sintetiza la bacteria  Clostridium botulinum .","Botulism is a serious paralytic illness caused by a nerve toxin produced by the bacterium Clostridium botulinum.",17,20
"541","es","en","Se piensa que la infección cerebral sólo tiene lugar en uno de cada 10&amp;nbsp;000 casos, aunque a menudo ocasiona la muerte.","Brain infection is believed to occur in only one in 10 000 cases, but it often leads to death.",19,20
"1163","es","en","La afectación cerebral es frecuente, aunque casi nunca presenta síntomas.","Brain involvement is frequent, but mostly without symptoms.",8,10
"485","es","en","La brucelosis es una infección provocada por bacterias del género  Brucella .","Brucellosis is an infection caused by Brucella bacteria.",8,13
"1834","es","en","La brucelosis se da en todo el mundo, pero ha afectado de manera especial a la región mediterránea.","Brucellosis occurs worldwide but the Mediterranean region has been particularly affected.",11,18
"611","es","en","Por invitación, el Director se dirige con regularidad a la ENVI para proporcionar actualizaciones y evaluaciones sobre la situación epidemiológica.","By invitation, the Director will regularly address the ENVI to give updates and assessments on the epidemiological situation.",18,20
"1813","es","en","Es frecuente que los niños pequeños sean portadores asintomáticos de neumococos en la nariz.","Carriage of pneumococci without symptoms in the nose of young children is common.",13,14
"730","es","en","Los gatos son el reservorio del parásito.","Cats are the reservoir of the parasite.",7,7
"584","es","en","El virus de la FHCC está muy extendido y se ha identificado en garrapatas de África, Asia, Oriente Medio y Europa del este.","CCHF virus is widespread and evidence for the virus has been found among ticks in Africa, Asia, the Middle East and Eastern Europe.",23,23
"2027","es","en","También están aumentando las infecciones de este tipo en distintas especies animales.","CDI is also recognised increasingly in a variety of animal species.",11,12
"1492","es","en","Los cambios pueden ser bruscos e inesperados, pero también prolongados y graduales, por lo que plantean graves dificultades para la salud pública.","Change can be abrupt and unexpected but they can also be protracted and gradual and thus pose considerable challenges to public health.",22,22
"1715","es","en","Chikungunya EN EL OCÉANO ÍNDICO – FebRERO/MarZO DE 2006","Chikungunya in the Indian Ocean – Feb/March 2006",8,9
"536","es","en","Esta enfermedad está presente en zonas de África, sureste asiático y subcontinente indio.","Chikungunya is present in parts of Africa, Southeast Asia and on the Indian sub-continent.",14,13
"878","es","en","Esta enfermedad está presente en zonas de África, el sureste asiático y el subcontinente indio.","Chikungunya is present in parts of Africa, Southeast Asia and on the Indian subcontinent.",14,15
"658","es","en","La vigilancia de las infecciones por clamidia revela que su número está aumentando en Europa:","Chlamydia disease surveillance shows that the number of Chlamydia infections is increasing in Europe:",14,15
"1664","es","en","La clamidiasis es la ITS bacteriana notificada con más frecuencia en varios países europeos.","Chlamydia infection is the most frequently reported bacterial STI in several European countries.",13,14
"1542","es","en","La Chlamydia trachomatis responde de forma inmediata al tratamiento antibiótico.","Chlamydia trachomatis responds promptly to antibiotic treatment.",7,10
"1346","es","en","Las clamidias son bacterias capaces de producir infección en varios sistemas orgánicos.","Chlamydiae are bacteria capable of producing infection in several organ systems.",11,12
"69","es","en","El cólera es una infección diarreica aguda provocada por la bacteria  Vibrio cholerae  de los serogrupos O1 y O139.","Cholera is an acute diarrhoeal infection caused by the bacterium Vibrio cholera of serogroups O1 or O139.",17,20
"2258","es","en","Los portadores crónicos pueden contagiar la enfermedad durante toda la vida.","Chronic carriers usually remain infectious throughout their life.",8,11
"1041","es","en","Este material puede citarse sin autorización previa, siempre que se reconozca la fuente.","Citations may be made from such material without prior permission, provided the source is always acknowledged.",16,13
"1503","es","en","El cambio climático se atribuye a fenómenos naturales y a la actividad humana, que alteran las condiciones de la atmósfera.","Climate change is ascribed to natural processes and human activity altering atmospheric conditions.",13,20
"381","es","en","La enfermedad clínica da lugar a un síndrome denominado “fiebre hemorrágica con síndrome renal” (también conocido como “nefropatía epidémica”).","Clinical illness results in a syndrome called “haemorrhagic fever with renal syndrome” (also called “nephropatia epidemica”).",16,19
"1490","es","en","La enfermedad clínica cursa con fiebre hemorrágica con síndrome renal (nefropatía epidémica), con una mortalidad inferior al 0,5 %.","Clinical illness results in haemorrhagic fever with renal syndrome (also called “nephropatia epidemica”) and causes less than 0.5% mortality.",19,19
"1096","es","en","La enfermedad clínica se inicia como un síndrome seudogripal, que evoluciona con rapidez a una enfermedad grave con hemorragias.","Clinical illness starts as a flu-like syndrome, rapidly evolving to severe disease with bleedings.",14,19
