"","language_a","language_b","a_text","b_text","sentence_length_b","sentence_length_a"
"535","es","en","Sin embargo, en niños, la utilidad de estos protocolos ha sido demostrada.","However, the usefulness of these protocols in children has been demonstrated.",11,12
"688","es","en","Con el diagnóstico imagenológico de rotura esplénica, se realizó cirugía emergente, con hallazgos atípicos, y la paciente tuvo una buena evolución.","Imaging diagnosis of splenic rupture, emergent surgery was performed with atypical findings and good evolution.",15,21
"423","es","en","Los estudios de imagen reportaron lesión en lóbulo hepático derecho, multilobulada, márgenes mal definidos, heterogénea y con áreas quísticas.","Imaging studies reported a lesion in the right hepatic lobe, multilobulated, heterogeneous, with poorly defined margins and with cystic areas.",20,19
"414","es","en","Ademas, se evaluo su sensibilidad al cambio en los pacientes empujadores que recibieron tratamiento de fisioterapia neurologica.","In addition, sensitivity to change was evaluated in patients who turned out to be pushers and received physiotherapy treatment.",19,17
"624","es","en","En Argentina, se estiman 400 000 casos anuales de varicela.","In Argentina, an estimated 400 000 varicella cases occur annually.",10,10
"682","es","en","En ambas pacientes se identificó una mutación cambio de sentido en heterocigosis (c.755C>G, p.Ser252Trp) en el gen FGFR2.","In both patients, a heterozygous missense mutation (c.755C>G, p.Ser252Trp) in the FGFR2 gene was identified.",15,18
"571","es","en","En nuestro medio, las frecuencias de éxito anatómico y funcional después de tratar el desprendimiento de retina regmatógeno no difieren entre el exoplante y la vitrectomía.","In our media, the frequencies of anatomic and functional success after treating rhegmatogenous retinal detachment did not differ between exoplant and vitrectomy.",22,26
"709","es","en","En casos seleccionados se puede optar por una actitud conservadora.","In selected cases a conservative attitude is recommended.",8,10
"434","es","en","En el cerclaje doble, el tiempo de la cirugía fue más corto (promedio 38 minutos), y la gama del movimiento demostró mejora desde el primer mes.","In the double cerclage, surgery time was shorter (average 38 minutes), and the range of motion showed improvement since the first month.",22,26
"533","es","en","En los últimos dos años, diferentes entidades han actualizado las guías de práctica clínica para el soporte hemodinámico en el shock séptico pediátrico.","In the past two years, different organizations have updated their clinical practice guidelines for hemodynamic support in pediatric septic shock.",20,23
"478","es","en","Se incluyeron 17 residentes de cirugía general.","In this series, 17 general surgery residents were included.",9,7
"455","es","en","Información obtenida en 1 520 escolares del Distrito de Barraquilla y su área metropolitana.","Information was obtained from 1 520 schoolchildren of the District of Barranquilla and its metropolitan area.",16,14
"460","es","en","El compromiso traqueobronquial aislado es muy raro.","Isolated tracheobronchial involvement is very rare.",6,7
"704","es","en","Es un grupo heterogéneo de neoplasias con comportamiento y pronóstico muy diferentes.","It is a heterogeneous group of neoplasms with very different behavior and prognosis.",13,12
"685","es","en","Es importante reconocer a través de los hallazgos clínicos esta entidad infrecuente, resaltar la evaluación médica interdisciplinaria y proporcionar un oportuno asesoramiento genético a la familia.","It is important to recognize this uncommon entity through clinical findings, highlight interdisciplinary medical evaluation, and provide timely genetic counseling for the family.",23,26
"426","es","en","Se estableció el diagnóstico de neoplasia neuroendócrina bien diferenciada, con degeneración quística.","It was diagnosed well-differentiated neuroendocrine neoplasm, with cystic degeneration.",9,12
"502","es","en","Se extirpó quirúrgicamente con bordes limpios y se colocó una malla de titanio.","It was surgically excised with clean edges; titanium plate was placed.",11,13
"581","es","en","La enfermedad de Lafora es una patologia rara que, pese a su baja prevalencia, supone graves consecuencias para los pacientes y sus cuidadores.","Lafora disease is a rare pathology that has serious consequences for patients and their caregivers despite its low prevalence.",19,23
"611","es","en","El control de artrópodos hematófagos es menos obvio.","Less obvious is the control of blood-feeding arthropods.",8,8
"757","es","en","Vivir en localidades metropolitanas se asocia con una PAC 5.2 pp mayor frente a localidades rurales.","Living in metropolitan areas is associated with a PAC 5.2 pp higher vs. rural areas.",15,16
"501","es","en","La resonancia magnética de cráneo mostró una lesión lítica en el hueso frontal.","Magnetic resonance imaging of the skull showed a lytic lesion in the frontal bone.",14,13
"739","es","en","La DM ecoguiada y orquidopexia diferida es una opción terapéutica en pacientes con TT de corta evolución.","MD and elective orchiopexy seems to be an efficient and reliable procedure in the treatment of TT in children.",19,17
"468","es","en","El tiempo medio de televisita en los días 1º y 2º postoperatorio fue de 3,80±0,62 y 2,9±0,91 minutos respectivamente.","Mean time of telerounding visits on the postoperative 1st and 2nd days was 3.80±0.62 and 2.9±0.91 minutes respectively.",18,19
"425","es","en","Microscópicamente se observaron células con diferenciación neuroendócrina, inmunoreactivas a cromogranina.","Microscopically, cells with neuroendocrine differentiation, with positive immunoreactivity to chromogranin were observed.",12,10
"435","es","en","Las complicaciones de menor importancia fueron observadas en los pacientes tratados no quirúrgicamente (artrofibrosis).","Minor complications were observed in patients treated conservatively (arthrofibrosis).",9,14
"656","es","en","la mortalidad en México ha disminuido de manera importante en los últimos años; sin embargo, existen grupos poblacionales rezagados.","Mortality in Mexico has decreased substantially in the last years; however, there are segments of the population that experience social deprivation.",21,19
"643","es","en","La mortalidad fue del 58%, con más oportunidad de sobrevida en aquellos enfermos manejados con ventilación mecánica y presión positiva al final de la espiración.","Mortality was 58% with greater survival in five patients managed with mechanical ventilation and positive end expiratory pressure.",18,25
"737","es","en","No hubo complicaciones tras DM a corto/largo plazo, ningún caso de atrofia testicular.","No short or long term complication nor testicular atrophy was observed.",11,13
"510","es","en","La UF-EMG sin alteracionesen el trazado se comportó como variable preventiva(OR 0,38).","Normal UF-EMG was a preventive variable (OR0.38).",7,12
"550","es","en","De los 153 pacientes, 14% (21) tuvo un diagnóstico de pie diabético y su mediana de edad fue 61 años (rango intercuartílico de 56 a 68).","Of the 153 patients, 14% (21) had a diabetic foot diagnosis, and their median age was 61 years (interquartile range 56 to 68).",23,26
"597","es","en","La nueva versión del OMQoL en español demostró propiedades psicométricas adecuadas, y resulta un instrumento confiable y válido para medir la CV en niños con MO.","OMQoL-Spanish demonstrated adequate psychometric properties, resulting in a reliable and valid instrument for measuring QoL in children with MO.",19,26
"595","es","en","Participaron en el estudio 193 niños con una media de edad de 10.91 ± 2.38 años, de los cuales 101 (52.3%) fueron de sexo femenino.","One hundred and ninety-three children with mean age of 10.91 ± 2.38 years participated in the study, out of which 101 (52.3%) were females.",24,25
"716","es","en","Una de las estrategias tecnológicas para resolver esta problemática es la PEGgilación.","One of the technics to solve this issue is the PEGgilation.",11,12
"638","es","en","Un paciente requirió cuidados intensivos.","One patient required intensive care.",5,5
"559","es","en","Solo un paciente, además del presentado en este trabajo, fue tratado íntegramente mediante abordaje laparoscópico.","Only one patient, and the case reported on this paper, was entirely treated with a laparoscopic approach.",17,15
"620","es","en","Sólo la reubicación de las liberaciones fue una alternativa dominada, lo que indica que no era óptima a pesar de la importancia relativa de sus objetivos.","Only relocating releases was a dominated alternative, indicating that it was not optimal regardless of the relative importance of objectives.",20,26
"590","es","en","La mucositis orofaríngea (MO) es una de las principales complicaciones del tratamiento oncológico que reduce significativamente la calidad de vida (CV) del paciente.","Oropharyngeal mucositis (OM) is one of the primary complications arising during oncological treatment, which significantly reduces the patient's quality of life (QoL).",22,23
"636","es","en","De los 19 pacientes inmunocomprometidos, el 36,8 % tuvo complicaciones (5 infecciones de piel y/o partes blandas y 2 neumonías).","Out of 19 immunocompromised patients, 36.8 % had complications (5 skin and/or soft tissue infection and 2 pneumonia cases).",19,20
"540","es","en","La segunda aborda el tratamiento, la estabilización, la referencia y el análisis de procesos.","Part two addresses treatment, stabilization, referral, and process analysis.",9,14
"577","es","en","Patologicamente, se caracteriza por la presencia de depositos de poliglucosanos (denominados cuerpos de Lafora) en el cerebro, el higado, el musculo y las glandulas sudoriparas.","Pathologically, Lafora disease is characterized by the presence of polyglucosans deposits (named Lafora bodies), in the brain, liver, muscle and sweat glands.",22,25
"467","es","en","La satisfacción del paciente yel cirujano se evaluó con una escala visual analógica (EVA) donde el 0 representa muy insatisfecho y el 100 muy satisfecho.","Patient and surgeon satisfaction rates were assessed with a visual analog scale (VAS) where 0 point represents very dissatisfied and 100 points very satisfied.",24,25
"701","es","en","Los pacientes con ICA de bajo riesgo dados de alta desde urgencias presentan tasas de eventos adversos cercanas a los estándares recomendados internacionalmente.","Patients with AHF who are at low risk for adverse events on discharge from our EDs have event rates that are near internationally recommended targets.",25,23
"675","es","en","Los pacientes con TD tienen altas tasas de autolesión no suicida (ALNS) e intentos de suicidio.","Patients with DD have high rates of nonsuicidal self-injury (NSSI) and suicide attempts.",13,16
"476","es","en","Los resultados del cuestionario se evaluaron con una rúbrica analítica de manejo de información, a fin de obtener evidencia de la adquisición de competencias.","Questionnaire's results were evaluated by an information-management analytic rubric, leading to obtain evidence related to competences acquisition.",17,24
"459","es","en","La papilomatosis respiratoria recurrente es una neoplasia benigna infrecuente que, comúnmente, afecta la vía aérea superior con predilección por la laringe.","Recurrent respiratory papillomatosis is an infrequent benign neoplasm that commonly affects the upper airway with a predilection for the larynx.",20,21
"629","es","en","Estudio retrospectivo, analítico, observacional, realizado en tres centros asistenciales del país.","Retrospective, analytical, observational study carried out in three hospitals of Argentina.",11,11
"755","es","en","Los escolares tienen 10.7 puntos porcentuales (pp) más PAC frente a los preescolares.","School-aged children have a PAC 10.7 percentage points (pp) higher vs. preschool-aged.",12,13
"720","es","en","Se midieron las concentraciones séricas de eritropoyetina PEGilada y no PEGilada, a diferentes tiempos, para determinar los parámetros farmacocinéticos usando el método de análisis no compartimental.","Serum concentrations of both PEGylated and non-PEGylated erythropoietins were measured at various time points in order to determine PK parameters using non-compartmental analysis approach.",24,26
"561","es","en","Las hernias de Spiegel en edad pediátrica podrían tratarse quirúrgicamente con seguridad mediante una herniorrafia laparoscópica transabdominal.","Spigelian hernias in childhood can be securely closured with laparoscopic transperitoneal approach.",12,17
"696","es","en","Se calculó el área bajo la curva (ABC) de la característica operativa del receptor (COR) de la escala MEESSI para estos eventos.","The area under the receiver operating characteristic curve (AUC) was calculated for the MEESSI score's ability to predict these events.",20,22
"689","es","en","La revisión bibliográfica, los antecedentes y los hallazgos quirúrgicos permitieron postular la causalidad en esta inusual presentación.","The bibliographic review, background and surgical findings allowed to postulate causality in this unusual presentation.",15,17
"641","es","en","La carga de enfermedad registrada fue significativa, con impacto considerable en pacientes sin patología de base.","The burden of disease was significant, with a considerable impact in patients without an underlying disease.",16,16
"463","es","en","El examen endoscópico reveló papilomatosis traqueobronquial extensa, y la tomografia computada, compromiso pulmonar.","The endoscopic examination revealed extensive tracheobronchial papillomatosis and the computed tomography, pulmonary involvement.",13,13
"760","es","en","Los países Europeos tienen una larga historia de exposición a traumas de larga escala.","The European countries have a long history of exposure to large-scale trauma.",12,14
"539","es","en","La primera analiza los paquetes para la detección temprana de la entidad.","The first part analyzes the bundles for the early detection of septic shock.",13,12
"555","es","en","El grupo de pacientes con pie diabético tuvo un mayor tiempo de hospitalización.","The group of patients with diabetic foot had a longer hospitalization time.",12,13
"677","es","en","Las mejoras en ALNS entre los pacientes más auto-agresivos fueron particularmente sorprendentes.","The improvements in NSSI among the most self-injurious patients were particularly striking.",12,12
"686","es","en","La falta de antecedente traumático dificulta su sospecha.","The lack of a traumatic background makes it difficult to suspect.",11,8
"556","es","en","El mayor tiempo de hospitalización podría deberse a las complicaciones de la enfermedad o dificultades en el manejo.","The longer hospitalization time could be due to complications of the disease or difficulties in management.",16,18
"606","es","en","El motivo principal de la no aceptación de la vacuna entre personas con VIH fue que su médico recomendó que no se vacunaran.","The main reason for vaccine non-acceptance among HIV-positive participants was their doctor recommended they not get vaccinated.",17,23
"724","es","en","El t1/2 aumentó de 4 h (ior®EPOCIM) a 131 h para la 32 kDa-PEG2-rHuEPO y 119 h para la 40 kDa-PEG2-rHuEPO, respectivamente.","The mean elimination half-life increased from 4 h (ior®EPOCIM) to 131 h for the 32 kDa-PEG2-rHuEPO and 119 h for the 40 kDa-PEG2-rHuEPO.",23,22
"637","es","en","La mediana de días de internación fue 4, significativamente más prolongada en pacientes inmunocomprometidos.","The median length of stay was 4 days, which is significantly more prolonged in immunocompromised patients.",16,14
"702","es","en","La escala MEESSI, diseñada para predecir M-30d, tiene escasa capacidad predictiva para REV-7d y REV-H-30d en los pacientes de bajo riesgo.","The MEESSI score, which was designed to predict 30-day mortality, is a poor predictor of 7-day or 30-day revisiting in these low-risk patients.",23,21
"420","es","en","El objetivo de este artículo es presentar un caso con TNEHP.","The objective of this article is to present a case of PHNET.",12,11
"708","es","en","El único tratamiento curativo de estos tumores es la exéresis quirúrgica, según la localización y las características del tumor y del paciente.","The only curative treatment for these tumors is surgical excision, depending on the location and characteristics of the tumor and the patient.",22,22
"619","es","en","La acción óptima dependió de la importancia relativa que cada objetivo tenía para un responsable de la conservación.","The optimal action depended on the relative importance of each objective to a decision maker.",15,18
"507","es","en","Variableresultado: corrección del RVU (cistografía isotópica realizadatres meses después del 1TEND).","The outcomevariable was the correctness (by isotopic cystography)three months after 1ENDT.",11,11
"586","es","en","Las publicaciones analizadas recibieron 945 citas, de las cuales 78,5% fueron de publicaciones del periodo 2010-2013.","The publications analyzed received 945 citations, of which 78.5% were for publications for the 2010-2013 period.",16,16
"652","es","en","El valor del qSOFA a la llegada a urgencias fue de 0-1 puntos en 294 (91%) y de 2-3 puntos en 28 pacientes (9%).","The qSOFA scores on arrival in the department were 0-1 points in 294 patients (91%) and 2-3 points in 28 (9%).",21,24
"671","es","en","El análisis cuantitativo se realizó utilizando Stata y el análisis cualitativo con Atlas-ti.","The quantitative analysis was performed using Stata and the qualitative analysis with Atlas-ti.",13,13
"405","es","en","El método de pasos R3 mostró que el género y el número de eventos traumáticos son predictores significativos para la pertenencia a alguna clase.","The R3step method showed gender and number of traumatic events to be significant predictors of class membership.",17,24
"715","es","en","La eritropoyetina humana recombinante (rHuEPO) estimula la formación de eritrocitos en la medula ósea.","The recombinant human erythropoietin (rHuEPO) stimulates the erythropoiesis process.",9,14
"439","es","en","La relevancia de los medicamentos para la salud depende de su calidad, acceso y correcto uso.","The relevance of medications for health depends on their quality, accessibility and appropriate use.",14,16
"762","es","en","Los reportes de los diferentes países demuestran los pasos importantes que se han dado en Europa en la entrega de atención para los sobrevivientes de trauma.","The reports from the different countries demonstrate how important steps towards a better provision of care for survivors of trauma have been made in Europe.",25,26
"438","es","en","El método de tratamiento más seguro fue el tratamiento conservador, con menos casos con complicaciones (p = 0.184).","The safest method of treatment was conservative treatment, with fewer cases with complications (p = 0.184).",16,18
"534","es","en","Estudios en adultos han cuestionado el manejo inicial de la sepsis siguiendo protocolos basados en lograr diversas metas.","The studies conducted in adults have questioned the initial management of sepsis in accordance to protocols based on achieving various goals.",21,18
"668","es","en","La población de estudio se conformó por mujeres que solicitaron consulta prenatal en semana 24 de gestación.","The study population consisted of women who requested prenatal consultation at week 24 of pregnancy.",15,17
"670","es","en","Las variables de interés fueron aspectos socioeconómicos, alimentación, antropometría y seguridad alimentaria.","The variables of interest were socioeconomic aspects, nutrition, anthropometry and food security.",12,12
"599","es","en","Hubo una discreta concordancia entre la complejidad farmacoterapéutica percibida por el  paciente y la calculada mediante la herramienta Medication Regimen Complexity  Index (índice de Kappa de Cohen 0,203).","There was a discrete concordance between the pharmacotherapeutic complexity perceived by the patients and that calculated according to the Medication Regimen  Complexity Index tool (Cohen's Kappa index 0.203).",25,25
"582","es","en","Asi pues, resulta necesario continuar la investigacion para clarificar los mecanismos subyacentes y desarrollar nuevos tratamientos paliativos y curativos de la enfermedad.","Therefore, continuing research in order to clarify the underlying mechanisms and hopefully developing new palliative and curative treatments for the disease is necessary.",23,22
"600","es","en","Por lo tanto, debemos incluir las dos  escalas farmacoterapéuticas para conseguir un mejor entendimiento de la  percepción de los pacientes.","Therefore, we must include the two scales in pharmaceutical care for a better understanding of the patient's perception.",18,18
"678","es","en","Estos hallazgos apoyan la diseminación de la capacitación en el tratamiento del TD y el inicio de estudios de tratamiento con diseños controlados aleatorios.","These findings support dissemination of DD treatment training and initiation of treatment studies with randomized controlled designs.",17,24
"706","es","en","Se dividen en funcionantes y no funcionantes.","They are divided into functioning and non-functioning.",7,7
"705","es","en","Pueden aparecer de manera esporádica o asociados a síndromes genéticos.","They can appear sporadically or associated with genetic syndromes.",9,10
"649","es","en","Se analizó la mortalidad a 30 días mediante curvas de Kaplan-Meier y análisis multivariante mediante regresión de Cox.","Thirty-day mortality was analyzed with Kaplan-Meier curves and the Cox multiple-variable regression model.",13,18
"538","es","en","Se divide el manuscrito en dos secciones.","This manuscript is divided into two parts.",7,7
"551","es","en","Aquellos que tenían pie diabético tuvieron en promedio 20 días de hospitalización.","Those who had a diabetic foot had on average 20 hospitalization days.",12,12
"627","es","en","Evaluar la carga de enfermedad por varicela antes de la introducción de la vacuna al Calendario Nacional.","To assess the burden of varicella before the introduction of the varicella vaccine in the national immunization schedule.",18,17
"522","es","en","Analizar la eficacia de la realidad virtual (RV) en la formación en reanimación cardiopulmonar (RCP).","To assess the efficacy of virtual reality (VR) in cardiopulmonary resuscitation (CPR) training.",13,15
"751","es","en","Caracterizar el perfil sociodemográfico que se asocia con las probabilidades de consumo de alimentos no básicos de alta densidad energética (ANBADE), gravados desde 2014.","To characterize the sociodemographic profile associated with the probabilities of consumption of nonessential energy-dense foods (ANBADE), taxed since 2014.",19,24
