"","language_a","language_b","a_text","b_text","sentence_length_b","sentence_length_a"
"16","de","en","Absetzen der Behandlung Abruptes Absetzen muss vermieden werden.","36 Discontinuation of treatment Abrupt discontinuation should be avoided.",9,8
"17","de","en","Absetzen der VELCADE-Behandlung bis die Toxizitätssymptome abgeklungen sind.","Withhold VELCADE treatment until symptoms of toxicity have resolved.",9,8
"18","de","en","Absetzen von MAO-Hemmern angewendet werden.","weeks after discontinuation of MAO inhibitor therapy.",7,5
"19","de","en","Abszesse und Wundinfektionen der Haut bei der Katze:","Skin and soft tissue abscesses and wounds in cats:",9,8
"20","de","en","ac-Pharma Vertriebs AG Frundsbergstr.","ac-Pharma Vertriebs AG Frundsbergstr.",4,4
"21","de","en","Achten Sie besonders darauf, einen erniedrigten Blutzuckerspiegel zu vermeiden.","Take special care to avoid low blood sugar.",8,9
"22","de","en","Achten Sie darauf, dass Sie während der Behandlung mit Ciprofloxacin Bayer ausreichend Flüssigkeit zu sich nehmen.","Remember to drink plenty of fluids while you are taking Ciprofloxacin Bayer.",12,16
"23","de","en","Achten Sie darauf, dass weder Alkohol noch andere Desinfektionsmittel oder sonstige Substanzen das Insulin verunreinigen.","Make sure that neither alcohol nor other disinfectants or other substances contaminate the insulin.",14,15
"24","de","en","Achten Sie darauf, nur während der Injektion auf den Druckknopf zu drücken.","Be careful only to push the push-button when injecting.",9,12
"25","de","en","Achtzehn Patienten haben die Studie abgeschlossen.","Eighteen patients completed the study.",5,6
"26","de","en","Aclar/Aluminiumblister mit 14 Hartkapseln pro Blisterstreifen und 4 Blisterstreifen (56 Hartkapseln) pro Packung.","aclar/ aluminum blisters with 14 hard capsules per card and 4 cards (56 hard capsules) per carton.",17,13
"27","de","en","Acticam sollte nicht zusammen mit anderen nicht-steroidalen Antiphlogistika oder Glukokortikoiden verabreicht werden.","Acticam must not be administered in conjunction with other NSAIDs or glucocorticosteroids.",12,12
"28","de","en","Actos wird einmal täglich mit oder ohne Nahrung eingenommen.","Actos is taken once daily with or without food.",9,9
"29","de","en","Actraphane 30 40 I.E./ml Injektionssuspension in einer Durchstechflasche Insulin human (r-DNS)","Actraphane 30 40 IU/ ml suspension for injection in a vial Insulin human (rDNA),",14,11
"30","de","en","Actraphane 30 Penfill darf nicht wieder aufgefüllt werden.","Do not refill Actraphane 30 Penfill.",6,8
"31","de","en","Actraphane 40 NovoLet ist ein einfacher, kompakter vorgefüllter Fertigpen.","Actraphane 40 NovoLet is a simple, compact pre-filled pen.",9,9
"32","de","en","Actraphane Penfill darf nur von einer Person benutzt werden.","Actraphane Penfill is for single person use only.",8,9
"33","de","en","Actrapid Penfill 100 I.E./ml Injektionslösung in einer Patrone Insulin human (r-DNS)","Actrapid Penfill 100 IU/ ml solution for injection in a cartridge Insulin human (rDNA)",14,11
"34","de","en","ADENURIC 120 mg Filmtabletten","ADENURIC 120 mg film-coated tablets",5,4
"35","de","en","Adjuvanzien werden eingesetzt, um die Immunantwort des Körpers auf den Impfstoff zu verbessern.","Adjuvants are used to improve the body’ s response to the vaccine.",12,13
"36","de","en","ADROVANCE vermindert das Risiko für Wirbel- und Hüftfrakturen.","ADROVANCE reduces the risk of vertebral and hip fractures.",9,8
"37","de","en","adsorbiert an Aluminiumhydroxid ln","adsorbed on aluminium hydroxide, hydrated t",6,4
"38","de","en","Advagraf 0,5 mg Hartkapseln, retardiert (30, 50 Aluminiumbeutel)","Advagraf 0.5 mg Prolonged-Release Capsules (30, 50 Aluminium Wrapper)",9,8
"39","de","en","Advagraf ist einmal täglich am Morgen einzunehmen.","Advagraf is taken orally once daily in the morning.",9,7
"40","de","en","Advocate für Hunde enthält 100 mg/ml Imidacloprid und 25 mg/ml Moxidectin.","Advocate for dogs contains 100 mg/ ml imidacloprid and 25 mg/ ml moxidectin.",13,11
"41","de","en","Advocate Lösung zum Auftropfen für mittelgroße Hunde","Advocate spot-on solution for large dogs",6,7
"42","de","en","Aerinaze linderte die Symptome wirksamer als die beiden Wirkstoffe jeweils allein.","Aerinaze was more effective in reducing symptoms than either of the two active substances taken alone.",16,11
"43","de","en","Aerius 5 mg Schmelztabletten Desloratadin","Aerius 5 mg orodispersible tablets desloratadine",6,5
"44","de","en","against Hepatitis A/B in children","against Hepatitis A/B in children",5,5
"45","de","en","Agenerase 15 mg/ml Lösung zum Einnehmen","Agenerase 15 mg/ ml oral solution.",6,6
"46","de","en","Agenerase wird zur Behandlung von HIV-1-infizierten, mit Proteasehemmern vorbehandelten Erwachsenen und Kindern ab 4 Jahren angewendet.","Agenerase is used in protease inhibitor experienced HIV-1 infected adults and children above the age of 4 years.",18,16
"47","de","en","AGEPS-EPHP Agence Générale des Équipements et Produits de Santé","AGEPS-EPHP Agence Générale des Équipements et Produits",7,9
"48","de","en","Agnès SAINT RAYMOND John PURVES Isabelle MOULON Marisa PAPALUCA AMATI","Agnès SAINT RAYMOND John PURVES Isabelle MOULON Marisa PAPALUCA AMATI",10,10
"49","de","en","Agopton schmeckt nach Erdbeeren und sollte auf die Zunge gelegt und behutsam gelutscht werden.","Agopton is strawberry flavoured and should be placed on the tongue and gently sucked.",14,14
"50","de","en","Ähnliche Nebenwirkungen sind bei Kindern zu beobachten.","Similar side effects are seen in children.",7,7
"51","de","en","Aivlosin 8,5 mg/g Arzneimittel-Vormischung zur Herstellung von Fütterungsarzneimitteln für Schweine","Aivlosin 8.5 mg/g Premix for medicated feeding stuff for pigs.",10,10
"52","de","en","Alcon Laboratories (UK) Ltd.","Alcon Laboratories (UK) Ltd.",4,4
"53","de","en","Aldara 5% Creme Imiquimod Anwendung auf der Haut","Aldara 5% cream Imiquimod For cutaneous use",7,8
"54","de","en","Aldara Creme darf nicht angewendet werden:","Do not use Aldara cream:",5,6
"55","de","en","Alerlisin, Virdos, Zyrtec gotas orales en solución Schweden:","Alerlisin, Virlix, Reactine, Zyrtec comprimidos recubiertos con pelicula, Alerrid 10 mg comprimidos recubiertos con pelicula Sweden:",16,8
"56","de","en","Aliud Pharma GmbH & Co.KG Gottlieb-Daimler-Str.","Aliud Pharma GmbH & Co. KG Gottlieb-Daimler-Str.",7,6
"57","de","en","Alkalische Phosphatase, LDH und Serumharnsäure erhöht (vorübergehend), Blutzucker erniedrigt (vorübergehend, leicht)","Blood alkaline phosphatase, LDH and blood uric acid increased (transient), blood glucose decreased (transient, moderate)",15,11
"58","de","en","Alkohol führt zu einem Anstieg der Abacavirkonzentration in Ihrem Blut.","Alcohol does increase the amount of abacavir in your blood.",10,10
"59","de","en","Alle 24 Stunden, mindestens 1 Tag, bis die Wundheilung erfolgt ist.","Every 24 hours, at least 1 day, until healing is achieved.",11,11
"60","de","en","Alle anderen Bedenken bleiben jedoch bestehen.","However, all other concerns remain.",5,6
"61","de","en","Alle Bereiche 0 1 2 ≥3","ranges 0 1 2 ≥3",5,6
"62","de","en","Alle diese Patienten hatten zusätzlich Arzneimittel erhalten, die als Azathioprin oder 6- Mercaptopurin bekannt sind.","All of these patients had also received drugs known as azathioprine or 6-mercaptopurine.",13,15
"63","de","en","Alle für den Lösungsvorgang und für die Anwendung verwendeten Materialien sollten üblichen Standards entsprechend entsorgt werden.","All materials that have been utilised for dilution and administration should be disposed of according to standard procedures.",18,16
"64","de","en","alle Grade Grad 3 Grad 4 alle Grade Grad 3 Grad 4 klasse Stoffwechsel-","all grades grade 3 grade 4 all grades grade 3 grade 4",12,14
"65","de","en","Alle Nebenwirkungen, die bei Patienten in mehreren klinischen Studien berichtet wurden","All adverse reactions reported in patients in multiple clinical trials",10,11
"66","de","en","Alle operativen Maßnahmen an der Eingriffsstelle sollten, sofern möglich, vor der Implantation des Produkts abgeschlossen werden.","Where practical, surgical manipulations to the site should be completed prior to product implantation.",14,16
"67","de","en","Alle Tabletten können in gleiche Hälften geteilt werden (mit Ausnahme von MIRAPEXIN 0,088/0,125 mg Tabletten).","All tablets can be divided into equal halves (with the exception of the 0.088/ 0.125 mg tablet).",17,15
"68","de","en","Alle Unterschiede waren entsprechend begründet, und der in der Zusammenfassung der Merkmale des Arzneimittels vorgeschlagene Wortlaut ist annehmbar.","All differences were accordingly justified and the proposed wording in the SPC is acceptable.",14,18
"69","de","en","Alle zur Lebensmittelerzeugung genutzten Arten","All food producing species",4,5
"70","de","en","allein oder der Kombination mit Ribavirin kann das Risiko in dieser Patienten-Untergruppe erhöhen.","increase the risk in this patient subset.",7,13
"71","de","en","Allein oder in Kombination mit anderen Diabetesmedikamenten war Januvia wirksamer als das Placebo.","Januvia was more effective than placebo when it was taken alone or in combination with other antidiabetes medicines.",18,13
"72","de","en","Allen Patienten wurde 1 mg Folsäure zweimal täglich verabreicht.","All patients received folate 1 mg bid.",7,9
"73","de","en","Allenopar 20 mg – Filmtabletten","Allenopar 20 mg – Filmtabletten",5,5
"74","de","en","Allerdings wurden im Rahmen von Studien zur allgemeinen Toxizität nach Einmal- und Mehrfachgabe keine Nebenwirkungen im Injektionsbereich berichtet.","However, in single and repeat-dose general toxicity studies no adverse reactions at the injection sites were reported.",17,18
"75","de","en","Allerdings zeigen die Daten erhebliche Unterschiede zwischen den Tieren, lagen aber innerhalb der bekannten Bandbreite dieser Spezies.","ra inter-animal variation and were within the historical control range for this species.",13,17
"76","de","en","Allergieartige Überempfindlichkeitsreaktionen Wie bei allen intravenös angewendeten proteinhaltigen Arzneimitteln sind allergieartige Hypersensitivitätsreaktionen möglich.","Allergic-type hypersensitivity reactions As with any intravenous protein product, allergic-type hypersensitivity reactions are possible.",14,13
"77","de","en","Allergische Reaktionen vom Sofort-Typ auf Insulin oder einen der sonstigen Bestandteile können lebensbedrohlich sein.","Immediate type allergic reactions to insulin or to the excipients may be life-threatening.",13,14
"78","de","en","Allergische Reaktionen* einschließlich Anaphylaxie, Hautrötung, Urtikaria, Angioödem, Dyspnoe und Hypotonie Gefäßerkrankungen Gelegentlich:","Adverse reactions in clinical trials in cancer patients Immune system disorders",11,12
"79","de","en","Allgemeine Erkrankungen und Beschwerden am","General disorders and administration site conditions",6,5
"80","de","en","Allgemeine Erkrankungen und Beschwerden am Verabreichungs-","sweats, +skin disorder hypertonia, myalgia, arthralgia, back pain, neck pain, pain",11,6
"81","de","en","Allgemeine Erkrankungen und Beschwerden am Verabreichungsort","18 General disorders and administration site conditions",7,6
"82","de","en","Allgemeine Erkrankungen und Beschwerden am Verabreichungsort Häufig","Reproductive system and breast disorders Uncommon",6,7
"83","de","en","Allgemeine Erkrankungen und Beschwerden am Verabreichungsort Häufig:","General disorders and administration site conditions common:",7,7
"84","de","en","Allgemeine Erkrankungen und Beschwerden am Verabreichungsort Verletzung, Vergiftung und durch Eingriffe bedingte Komplikationen","General disorders and administration site conditions Injury, poisoning and procedural complications",11,13
"85","de","en","Allgemeine Erkrankungen und Beschwerden am Verabreichungsort:","General disorders and administration site conditions:",6,6
"86","de","en","Allgemeine Erkrankungen und eim","Amenorrhea, breast pain, dysmenorrhea, menorrhagia,",5,4
"87","de","en","Allgemeine pharmakokinetische Eigenschaften Die Pharmakokinetik von Anidulafungin wurde bei gesunden Probanden, besonderen Populationen und Patienten untersucht.","General pharmacokinetic characteristics The pharmacokinetics of anidulafungin have been characterised in healthy subjects, special populations and patients.",17,16
"88","de","en","Allgemeine Störungen und Beschwerden am Ort der Anwendung Gelegentlich:","General disorders and administration site conditions Uncommon: local inflammatory reactions at the site of subcutaneous or intramuscular injection",18,9
"89","de","en","ALLGEMEINE TÄTIGKEIT DER EMEA","GENERAL ACTIVITIES OF THE EMEA",5,4
"90","de","en","Allgemeines Die im Folgenden empfohlenen Initialdosen sind nur als Richtlinien gedacht.","General considerations The recommended initial doses presented below are intended to act solely as a guideline.",16,11
"91","de","en","Almac Pharma Service Seagoe Industrial Estate Craigavon BT63 5QD Vereinigtes Königreich","Almac Pharma Service Seagoe Industrial Estate Craigavon BT63 5QD United Kingdom",11,11
"92","de","en","Alpha-, Beta- und Gamma-Interferone.","Three major classes of interferons have been identified: alpha, beta, and gamma.",12,4
"93","de","en","Alpharma-ISIS GmbH & Co.KG Elisabeth-Selbert-Str.","Alpharma-ISIS GmbH & Co. KG Elisabeth-Selbert-Str.",6,5
"94","de","en","Als calcitropes Hormon hemmt Calcitonin die Knochenresorption aufgrund einer direkten Wirkung auf die Osteoklasten.","Calcitonin is a calciotropic hormone, which inhibits bone resorption by a direct action on osteoclasts.",15,14
"95","de","en","Als das Unternehmen seinen Antrag zurücknahm, war in dem Antragsverfahren Tag 180 erreicht.","The application was at day 180 when the company withdrew.",10,13
"96","de","en","Als Einzeldosis oder 2-mal täglich","600 300 150 75",4,5
"97","de","en","Als übliche Startdosis von Trazec wird 60 mg vor den drei Hauptmahlzeiten empfohlen.","The usual dose of Trazec to start with is 60 mg before the three main meals.",16,13
"98","de","en","Als Vorsichtsmassnahme sollte die Behandlung mit PROTELOS während der Einnahme von Tetrazyklin- oder Chinolon-Antibiotika ausgesetzt werden.","As a precautionary measure, PROTELOS treatment should be suspended during treatment with oral tetracycline or quinolone antibiotics.",17,16
"99","de","en","Altargo ist ein Antibiotikum.","Altargo is an antibiotic medicine.",5,4
"100","de","en","Alter von 11 Jahren und 6,75 Mikrogramm/kg alle drei Wochen bei Krebspatienten.","11 years or older, to 6.75 micrograms/ kg every three weeks in cancer patients.",14,12
"101","de","en","Ältere Patienten (≥ 65 Jahre alt) Eine Dosisanpassung nach Alter ist nicht erforderlich.","Elderly patients (≥ 65 years old) Dose modification based upon age is not required.",14,13
"102","de","en","Ältere Patienten ≥ 65 Jahre:","Elderly patients ≥ 65 years of age:",7,5
"103","de","en","Ältere Patienten Die Pharmakokinetik im Steady-state ist bei Patienten über 65 Jahre und älter und jungen Patienten vergleichbar.","Steady state pharmacokinetics are similar in patients age 65 and over and young subjects.",14,18
"104","de","en","Ältere Patienten Für ältere Patienten ist keine Dosisanpassung erforderlich.","Elderly No dosage adjustment is necessary for elderly patients.",9,9
"105","de","en","Ältere Patienten mit Demenz Bei älteren Patienten mit Demenz besteht ein erhöhtes Risiko für einen Schlaganfall.","Elderly people with dementia In elderly patients with dementia, there is an increased risk of stroke.",16,16
"106","de","en","Alternativ kann eine Therapie mit Loxicom 5 mg/ml Injektionslösung eingeleitet werden.","Alternatively therapy may be initiated with Loxicom 5 mg/ ml solution for injection.",13,11
"107","de","en","Alternativ kann Epoetin alfa auch einmal wöchentlich subkutan mit einer Initialdosis von 450 I.E./kg angewendet werden.","Alternatively, epoetin alfa can be administered at an initial dose of 450 IU/ kg subcutaneously once weekly.",17,16
"108","de","en","Alternativ kann Silapo auch mit einer Initialdosis von 450 I.E. pro kg 1-mal wöchentlich subkutan gegeben werden.","Alternatively, Silapo can be administered at an initial dose of 450 IU/ kg subcutaneously once weekly.",16,17
"109","de","en","Aluminium/PVC-Blisterpackung in Faltschachteln aus Karton (Kalenderpackung).","Aluminium/ PVC blister packed in cardboard boxes (calendar).",8,6
"110","de","en","Aluminiumhydroxid Saponin (**) Hämolytische Einheiten","Aluminium hydroxide 2.7 mg.",4,5
"111","de","en","Alzheimer-Demenz wird mit Depression, Suizidgedanken und Suizid in Verbindung gebracht.","Alzheimer's disease has been associated with depression, suicidal ideation and suicide.",11,10
"112","de","en","Am häufigsten werden Blutungen an der Injektionsstelle, gelegentlich Blutungen im Urogenitaltrakt und Zahnfleischbluten beobachtet.","Most frequently haemorrhage at the injection site, and occasionally genitourinary and gingival bleeding were observed.",15,14
"113","de","en","Ambrisentan ist ein oral wirksamer, zur Klasse der Propionsäuren gehörender ERA mit Selektivität für den Endothelin-A-(ETA-)Rezeptor.","Ambrisentan is an orally active, propanoic acid-class, ERA selective for the endothelin A (ETA) receptor.",15,16
"114","de","en","Amitriptylin) • einige Klassen von Antibiotika (z.","quinidine, amiodarone, sotalol, dofetilide)",4,7
"115","de","en","Amlodipin Wörwag Tabletten können in Kombination mit Beta-Blockern, Saluretika, ACE-Hemmern oder in der Monotherapie angewendet werden.","Amlodipin Wörwag tablets can be used in combination with beta-blockers, saluretics, ACE inhibitors, or as monotherapy.",16,16
"116","de","en","Amlovita 10 mg Tabletten:","Amlovita 10 mg tablet:",4,4
"117","de","en","Amnesie, Parästhesie, Benommenheit, Ataxie / Koordinationsstörung, Schwindelgefühl, herabgesetzte Konzentrationsfähigkeit, Geruchstäuschung, Sprechstörung (Dysarthrie, verwaschene Sprache), Sensibilitätsstörung","amnesia, paraesthesia, somnolence ataxia/ coordination abnormal, dizziness, disturbance in attention, parosmia, speech disorder (dysarthria, slurred speech), hypoaesthesia",17,15
"118","de","en","An den Knochen wurden keine histopathologischen Veränderungen beobachtet.","No histopathological effects on bone were observed.",7,8
"119","de","en","An eine mögliche Sensibilisierung ist zu denken.","The possibility of sensitisation should be borne in mind.",9,7
"120","de","en","Analyse der zu 30% und zu 50% ansprechenden Patienten nach 10 und 15 Minuten für die Studie EN3267-005,","Analysis of the 30% and 50% responder rates at 10 and 15 minutes for the study EN-3267- 005,",18,18
"121","de","en","Anämie (erniedrigter Hämoglobinwert, erniedrigter Hämatokrit)","Anaemia (decreased haemoglobin, decreased haematocrit)",5,5
"122","de","en","Anämiesymptome und Folgeerscheinungen können mit Alter, Geschlecht und der gesamten m","Anaemia symptoms and sequelae may vary with age, gender, and overall burden of disease; a a",16,11
"123","de","en","Anaphylaktische Reaktionen können sich bis zum lebensbedrohlichen Schock entwickeln, auch bereits nach der Erstanwendung.","Anaphylactic reactions can progress to a life-threatening shock, even after the first administration.",13,14
"124","de","en","Anaphylaxie, Angioödem, Urtikaria, Ausschlag Erkrankungen des Blutes und des Lymphsystems Sehr häufig:","Severe allergic reaction: anaphylaxis, angioedema, urticaria, rash Blood and the lymphatic system disorders Very common:",15,12
"125","de","en","Anaphylaxie, Gewebsentzündung, Phlebitis und neutralisierende Antikörper.","Of these the most significant include: anaphylaxis, cellulitis, phlebitis, and neutralising antibodies.",12,6
"126","de","en","Anaphylaxie, systemischer Lupus erythematodes, rheumatoide Arthritis","Anaphylaxis, systemic lupus erythematosus rheumatoid arthritis",6,6
"127","de","en","Andere Antimykotika zur systemischen Anwendung; ATC-Code:","Other antimycotics for systemic use, ATC code:",7,6
"128","de","en","Andere Berichte über Leberreaktionen betrafen Erhöhungen der Leberenzyme, Hyperbilirubinämie und Hepatitis.","Other reported hepatic reactions include increases in liver enzymes, hyperbilirubinaemia, and hepatitis.",12,11
"129","de","en","Andere berichtete Symptome waren extrapyramidale Symptome, Sprachstörungen, Ataxie, Aggression, Schwindel, Schwäche, Hypertension und Krampfanfälle.","Other symptoms noted include extrapyramidal symptoms, dysarthria, ataxia, aggression, dizziness, weakness, hypertension and convulsion.",14,14
"130","de","en","Andere Lösungsmittel zur Rekonstitution sollten vermieden werden.","Use of other reconstitution solvents should be avoided.",8,7
"131","de","en","Andere Mechanismen könnten ebenfalls zur zytotoxischen Wirkung von Nelarabin beitragen.","Other mechanisms may contribute to the cytotoxic effects of nelarabine.",10,10
"132","de","en","Andere Mittel bei obstruktiven Atemwegserkrankungen zur systemischen Anwendung, ATC-Code:","Pharmacotherapeutic group: other systemic drugs for obstructive airway diseases, ATC code:",11,9
"133","de","en","Andere phänotypische und genotypische Testmethoden werden derzeit geprüft.","Other phenotypic and genotypic assays are currently being evaluated.",9,8
"134","de","en","Andere, normalerweise sterile Lokalisationen b","Peritoneal fluid/ IA abscess Other",5,5
"135","de","en","anderen drei Studien betrug die Zi elhämoglobinkonzentration 12-14 g/dl.","with recombinant human erythropoietin and controls.",6,9
"136","de","en","Ändern Sie die Dosierung bitte nicht, ohne Ihren Arzt zu Rate zu ziehen.","Please do not change the dosage without consulting your doctor.",10,13
"137","de","en","Andernfalls könnte Flüssigkeit austreten und dies zu Dosierungsungenauigkeiten führen.","Otherwise, the liquid may leak out which can cause inaccurate dosing.",11,9
"138","de","en","Andernfalls wird Ihnen Cetrotide 0,25 mg nicht den bestmöglichen Nutzen bringen.","Please observe these instructions for use, otherwise you will not fully benefit from Cetrotide 0.25 mg.",16,11
"139","de","en","Anfänglich kommt es zu einem Blutdruckanstieg, der sich dann wieder normalisiert oder in eine leichte Hypotonie übergeht.","Blood pressure will increase initially and then return to normal or below normal.",13,17
"140","de","en","ANGABE DER RÜCKSTANDSHÖCHSTMENGEN (MRLs)","STATEMENT OF THE MRLs",4,4
"141","de","en","Angemessene Vorsichtsmaßnahmen sollten weiterhin eingehalten werden.","Appropriate precautions should continue to be employed.",7,6
"142","de","en","angewendet werden, um die bei der bipolaren Störung auftretenden depressiven Phasen zu verhindern.","It is not yet known how Lamictal works in the brain to have this effect.",15,13
"143","de","en","Angioödem, Bluterguss, Urtikaria, Juckreiz, Exanthem, Erythema nodosum Sklelettmuskulatur-, Bindegewebs- und Knochenerkrankungen:","Skin and subcutaneous tissue disorders: angiooedema, bruising, urticaria, pruritus, rash, erythema nodosum.",12,11
"144","de","en","Angioödem, Urtikaria Enzephalopathische Symptome** Selbstmordversuch Retinaerkrankungen (wie periphere Atrophie der Retina)","Retinal disorder (such as peripheral retinal atrophy)",7,11
"145","de","en","Angiotensin II stimuliert ebenfalls die Aldosteronsekretion durch die Nebennierenrinde.","Angiotensin II also stimulates aldosterone secretion by the adrenal cortex.",10,9
"146","de","en","Angiox 250 mg Pulver zur Herstellung eines Konzentrates für eine Injektions- oder Infusionslösung Intravenöse Anwendung Bivalirudin","Angiox 250 mg powder for concentrate for solution for injection or infusion Intravenous use bivalirudin",15,16
"147","de","en","Anhang 1 - Mitglieder des Verwaltungsrates","Annex 3 Membership of the Committee for Veterinary Medicinal Products",10,6
"148","de","en","Anhang III stellt daher nicht notwendigerweise den aktuellen Text dar.","Therefore, Annex III may not necessarily represent the current text.",10,10
"149","de","en","Anhängig Clobenzorex; Fenbutrazate; Fenproporex; Mazindol; Mefenorex; Norpseudoephedrine; Phenmetrazine; Phendimetrazine; Propylhexedrine","Norpseudoephedrine; Phenmetrazine; Phendimetrazine; Propylhexedrine",4,10
"150","de","en","Ankylosierende Spondylitis Die ankylosierende Spondylitis ist eine entzündliche Erkrankung der Wirbelsäule.","Ankylosing spondylitis Ankylosing spondylitis is an inflammatory disease of the spine.",11,11
"151","de","en","Anleitung für alternative Injektionsstellen","Instructions for alternate injection sites",5,4
"152","de","en","annähernd 1,2 pro 1000 Patientenjahre.","lymphomas is approximately 1.2 per 1000 patient years.",8,5
"153","de","en","Annähernd 12% der Kinder, die mit Rebetol und Interferon alfa- 2b behandelt wurden, entwickelten erhöhte TSH-Werte.","Approximately 12% of children treated with Rebetol and interferon alfa-2b developed increase in TSH.",14,16
"154","de","en","Annex II (E422) Alle zur Lebensmittelerzeugung genutzten Arten","Annex II (E422): producing species",5,8
"155","de","en","Annopol 6B – 03-236 Warszawa, Polen","Wicklow, Ireland Przedsiebiorstwo Farmaceutyczne ANPHARM S. A., ul. Annopol 6B – 03-236 Warszawa, Poland",14,6
"156","de","en","Anorexie Hyperglykämie, Hyperurikämie, Hypocalcämie, Dehydratation, gesteigerter Appetit, Durst","Hyperglycaemia, hyperuricaemia, hypocalcaemia, dehydration, increased appetite, thirst",7,8
"157","de","en","Ansonsten können Ihre Symptome wieder auftreten.","Your symptoms may return.",4,6
"158","de","en","ANSPRECHRATEN BEI PATIENTEN MIT MORBUS BECHTEREW IN EINER PLAZEBO-KONTROLLIERTEN STUDIE Proze ntsatz der Patienten","48 RESPONSES OF PATIENTS WITH ANKYLOSING SPONDYLITIS IN A PLACEBO-CONTROLLED TRIAL Percent of Patients",14,14
"159","de","en","ANSPRECHRATEN BEI PATIENTEN MIT MORBUS BECHTEREW IN EINER PLAZEBO-KONTROLLIERTEN STUDIE Prozentsatz der Patienten","175 RESPONSES OF PATIENTS WITH ANKYLOSING SPONDYLITIS IN A PLACEBO-CONTROLLED TRIAL Percent of Patients",14,13
"160","de","en","Anti-Polio-Typ 1 (1/8 Verdünnung) †","Anti-Polio type 1 (1/ 8 dilution) †",7,5
"161","de","en","Antibakterielle Substanzen zur systemischen Anwendung, Sonstige antibakterielle Substanzen, ATC-Code:","Antibacterials for systemic use, Other antibacterials, ATC code:",8,9
"162","de","en","Antiepileptika In Interaktionsstudien beeinflusste Lacosamid den Plasmaspiegel von Carbamazepin und Valproinsäure nicht signifikant.","Antiepileptic drugs In interaction trials lacosamide did not significantly affect the plasma concentrations of carbamazepine",15,13
"163","de","en","Antihistaminika – H1-Antagonisten, ATC-Code:","Pharmacotherapeutic group: antihistamines – H1 antagonist, ATC code:",8,4
"164","de","en","Antikoagulationsparameter sollten überwacht werden bei gleichzeitiger Gabe von Warfarin mit Indinavir/Ritonavir.","Anticoagulation parameters should be monitored when warfarin is coadministered with indinavir/ ritonavir.",12,11
"165","de","en","Antikörper gegen Diphtherie (0,1 IU/ml) †","Anti-diphtheria (0.1 IU/ ml) †",5,6
"166","de","en","Antineoplastische Mittel, monoklonale Antikörper, ATC-Code:","Antineoplastic agents, monoclonal antibodies, ATC code:",6,5
"167","de","en","Antithrombotikum – direkter Thrombin-Inhibitor (ATC Code:","Antithrombotic agent - direct thrombin inhibitor, ATC Code:",8,6
"168","de","en","Anträge auf Erstbeurteilung (Tierarzneimittel)","Applications for initial evaluation (veterinary medicines)",6,4
"169","de","en","Anträge auf Erstbeurteilung 2000 - 2002","12 EMEA Annual Report 2002",5,6
"170","de","en","Anträge auf Folgeverfahren für zentral zugelassene Arzneimittel 2000-2002","Post-authorisation applications for centrally authorised medicinal product 2000-2002",8,8
"171","de","en","Anweisungen zum Verdünnen von Xyrem","Instructions on how to dilute Xyrem",6,5
