"","language_a","language_b","a_text","b_text","sentence_length_b","sentence_length_a"
"36","es","en","Advagraf es un medicamento que contiene el principio activo tacrolimus.","Advagraf is a medicine containing the active substance tacrolimus.",9,10
"37","es","en","ADVATE 1000 UI polvo para solución inyectable Octocog alfa Vía intravenosa,","ADVATE 1000 IU powder for solution for injection Octocog alfa IV use",12,11
"38","es","en","adverso no mencionado en este prospecto, informe a su médico o farmacéutico.","please tell your doctor or pharmacist.",6,12
"39","es","en","ADVERTENCIA ESPECIAL DE QUE EL MEDICAMENTO DEBE MANTENERSE en","SPECIAL WARNING THAT THE MEDICINAL PRODUCT MUST BE STORED OUT lP",11,9
"40","es","en","ADVERTENCIA ESPECIAL DE QUE EL MEDICAMENTO DEBE MANTENERSE FUERA DE LA VISTA Y DEL ALCANCE DE LOS NIÑOS","SPECIAL WARNING THAT THE MEDICINAL PRODUCT MUST BE STORED OUT OF THE REACH AND SIGHT OF CHILDREN",17,18
"41","es","en","ADVERTENCIA ESPECIAL QUE INDIQUE“ MANTÉNGASE FUERA DEL ALCANCE DE LOS NIÑOS”","THE WORDS “ KEEP OUT OF THE REACH AND SIGHT OF CHILDREN”",12,11
"42","es","en","Advertencia para el usuario: ,léase el prospecto antes de utilizar el medicamento.","For operator warnings – read the package leaflet before use.",10,12
"43","es","en","ADVERTENCIA(S) ESPECIAL(ES) SI PROCEDE(N)","SPECIAL WARNING(S), IF NECESSARY",4,4
"44","es","en","Advertencias sobre la vacunación en pacientes con infección asintomática por el VIH","Warnings vaccination in those with for asymptomatic HIV infection.",9,12
"45","es","en","Advertencias y precauciones especiales de empleo","Special warnings and precautions for use",6,6
"46","es","en","Advertencias y precauciones especiales de empleo).","There are no data available for use of< invented name > in children aged under 4 years.",17,6
"47","es","en","Advocate solución para unción dorsal puntual para perros grandes","Advocate spot-on solution for large dogs",6,9
"48","es","en","Aerinaze fue más eficaz para reducir los síntomas que cualquiera de los dos principios activos tomados por separado.","Aerinaze was more effective in reducing symptoms than either of the two active substances taken alone.",16,18
"49","es","en","Aerius está indicado para adultos y adolescentes (12 años de edad y mayores).","Aerius is indicated for adults and adolescents (12 years of age and older).",13,13
"50","es","en","Agarrarlo con fórceps y retirarlo.","Grasp it with forceps and remove.",6,5
"51","es","en","Agencia Europea para la Evaluación de Medicamentos 1997 - 1998","European Agency for the Evaluation of Medicinal Products 1997 - 1998",11,10
"52","es","en","Agenerase solución oral también contiene 4 mg de sodio por ml.","Agenerase oral solution also contains 4 mg sodium per ml.",10,11
"53","es","en","Agentes quelantes del hierro, código ATC:","Iron chelating agents, ATC code:",5,6
"54","es","en","Agitar bien después de la adición del disolvente.","Shake well after addition of the solvent.",7,8
"55","es","en","Agitar bien para disolver.","Shake well to dissolve.",4,4
"56","es","en","Agitar el inhalador antes de usarlo","Shake the inhaler before use.",5,6
"57","es","en","Agitar suavemente para facilitar la completa","Agitate gently to facilitate complete dissolution of the powder.",9,6
"58","es","en","Agitar suavemente para mezclar completamente.","Gently agitate to dissolve completely.",5,5
"59","es","en","Agua purificada Ácido málico Hidróxido de sodio","Purified water Malic acid Sodium Hydroxide",6,7
"60","es","en","Aguja de la pluma (no incluida)","Schematic diagram of the pen",5,6
"61","es","en","Ahora puede retirar la aguja de la piel.","Remove needle from skin.",4,8
"62","es","en","Ahora ya puede retirar su dosis del vial.","Now you can withdraw your dose from the vial.",9,8
"63","es","en","Ajuste de la dosis para mantener los valores de hemoglobina (Hb) en la","Dose adjustment in order to maintain haemoglobin (Hb) values at the desired level:",13,13
"64","es","en","Al bloquear la producción de nuevas proteínas, las bacterias no pueden multiplicarse y finalmente mueren.","By blocking the production of new proteins, the bacteria cannot multiply and they eventually die.",15,15
"65","es","en","Al cabo de 5 meses se procede a la revacunación y, después, se administran vacunas de refuerzo anuales.","This should be followed by revaccination 5 months later, and afterwards by yearly booster vaccinations.",15,18
"66","es","en","Al controlar los niveles de azúcar en sangre, se reducen los síntomas y las complicaciones de la diabetes.","By controlling the level of blood sugar, the symptoms and complications of diabetes are reduced.",15,18
"67","es","en","Al igual que con todas las vacunas inyectables, siempre debe estar preparado el tratamiento médico to","au Quintanrix is for deep intramuscular injection, preferably in the anterolateral thigh.",12,16
"68","es","en","Al igual que otros medicamentos anti-cobre como la penicilamina, sus síntomas pueden empeorar después de empezar el tratamiento.","As with other anti-copper agents such as penicillamine, your symptoms may get worse after starting the treatment.",17,18
"69","es","en","Al igual que todos los medicamentos, ADENURIC puede producir efectos adversos, aunque no todas las personas los sufran.","Like all medicines, ADENURIC can cause side effects, although not everybody gets them.",13,18
"70","es","en","Al igual que todos los medicamentos, Avamys puede producir efectos adversos, aunque no todas las personas los sufran.","Like all medicines, Avamys can cause side effects, although not everybody gets them.",13,18
"71","es","en","Al igual que todos los medicamentos, CellCept puede tener efectos adversos, aunque no todas las personas los sufran.","Like all medicines, CellCept can have side effects, although not everybody gets them.",13,18
"72","es","en","Al igual que todos los medicamentos, DaTSCAN puede tener efectos adversos, aunque no todas las personas los sufran.","Like all medicines, DaTSCAN can cause side effects, although not everybody gets them.",13,18
"73","es","en","Al igual que todos los medicamentos, Extavia puede producir efectos adversos, aunque no todas las personas los sufran.","Like all medicines, Extavia can cause side effects, although not everybody gets them.",13,18
"74","es","en","Al igual que todos los medicamentos, Glivec puede producir efectos adversos, aunque no todas las personas los sufran.","Like all medicines, Glivec can cause side effects, although not everybody gets them..",13,18
"75","es","en","Al igual que todos los medicamentos, Jalra puede producir efectos adversos, aunque no todas las personas los sufran.","Like all medicines, Jalra can cause side effects, although not everybody gets them.",13,18
"76","es","en","Al igual que todos los medicamentos, LYRICA puede producir efectos adversos, aunque no todas las personas los sufran.","Like all medicines, LYRICA can have side effects, although not everyone gets them.",13,18
"77","es","en","Al igual que todos los medicamentos, Nespo puede producir efectos adversos, aunque no todas las to","Like all medicines, Nespo may cause side effects, although not everybody gets them. ro",14,16
"78","es","en","Al igual que todos los medicamentos, Ovitrelle puede tener efectos adversos, aunque no todas las personas los sufran.","Like all medicines, Ovitrelle can cause side effects, although not everybody gets them.",13,18
"79","es","en","Al igual que todos los medicamentos, Puregon puede producir efectos adversos, aunque no todas las personas los sufran.","Like all medicines, Puregon can cause side effects, although not everybody gets them.",13,18
"80","es","en","Al igual que todos los medicamentos, RISPERDAL puede producir efectos adversos, aunque no todas las personas los sufran.","Like all medicines, RISPERDAL can cause side effects, although not everybody gets them.",13,18
"81","es","en","Al igual que todos los medicamentos, Tamiflu puede producir efectos adversos, aunque no todas las personas los sufran.","Like all medicines, Tamiflu can cause side effects, although not everybody gets them.",13,18
"82","es","en","Al igual que todos los medicamentos, Tygacil puede tener efectos adversos, aunque no todas las personas los sufran.","Like all medicines, Tygacil may have side effects, although not everybody gets them.",13,18
"83","es","en","Al igual que todos los medicamentos, Xarelto puede tener efectos adversos, aunque no todas las personas los sufran.","Like all medicines, Xarelto can cause side effects, although not everybody gets them.",13,18
"84","es","en","Al menos 1 de cada 100 pacientes y menos de 1 de cada 10 pacientes Poco frecuentes:","The frequency of the side effects listed below is defined using the following convention:",14,17
"85","es","en","Al principio, sólo parece afectar a los glóbulos blancos.","This is because the red blood cells have a",9,9
"86","es","en","Al reducir la cantidad de VIH en la sangre, puede mejorar el funcionamiento de su sistema inmunitario.","Reducing the amount of HIV in the blood may improve the functioning of your immune system.",16,17
"87","es","en","Al tomar estos medicamentos conjuntamente con Vivanza puede verse afectada gravemente su tensión arterial","Taking these medicines with Vivanza could seriously affect your blood pressure.",11,14
"88","es","en","Al tratarse de una enfermedad rara, muchos de los niños participaron en más de uno de los estudios.","Because the disease is rare, many of the children were included in more than one of the studies.",18,18
"89","es","en","Albúmina humana Cloruro sódico","Albumin, human Sodium chloride",4,4
"90","es","en","Alcon Romania S.R.L.: + 40 21 203 93 24","Alcon Romania S.R.L..: + 40 21 203 93 24",9,9
"91","es","en","Alcon-Couvreur N.V., Rijksweg 14, B-2870 Puurs, Bélgica","Alcon - Couvreur N. V., Rijksweg 14, B-2870 Puurs, Belgium",10,7
"92","es","en","Alemania Schwarz Pharma Deutschland","Germany Schwarz Pharma Deutschland GmbH Alfred-Nobel-Str.",6,4
"93","es","en","Alergia Hipersensibilidad generalizada (p. ej. reacción anafiláctica) o reacciones inmunológicas como la vasculitis.","Allergy Generalised hypersensitivity reactions (e. g. anaphylactic reaction), or immunological reactions such as vasculitis.",14,13
"94","es","en","alfa-2b (3 MUI TVS)","alfa-2b (3 MIU TIW)",4,4
"95","es","en","Algunas de, o todas, estas actividades pueden contribuir a los efectos terapéuticos del interferón.","Any or all of these activities may contribute to interferon's therapeutic effects.",12,14
"96","es","en","Algunas personas se deprimen cuando toman Viraferon solo o en tratamiento de combinación con","Some people get depressed when taking Viraferon alone or in combination treatment with ribavirin, and in some Me",18,14
"97","es","en","Algunas reacciones adversas son muy frecuentes.","Some side effects are very common.",6,6
"98","es","en","Algunos efectos pueden ser graves:","Some effects could be serious:",5,5
"99","es","en","Algunos medicamentos pueden influir en el uso de Clopidogrel BMS o viceversa.","Some other medicines may influence the use of clopidogrel or vice versa.",12,12
"100","es","en","Algunos medicamentos pueden reducir la calidad de la imagen obtenida.","Some medicines may reduce the quality of the picture obtained.",10,10
"101","es","en","Algunos pacientes han experimentado los siguientes efectos adversos al tomar Efficib junto con una sulfonilurea:","Some patients have experienced the following side effects while taking Efficib with a sulphonylurea:",14,15
"102","es","en","Algunos pacientes pueden responder mejor con una gota tres veces al día.","Some patients may have a better response with one drop three times a day.",14,12
"103","es","en","algunos tamaños de envase. en","Not all pack sizes may be marketed.",7,5
"104","es","en","Aliskiren es una sustancia que pertenece a una nueva clase de medicamentos llamados inhibidores de la renina.","Aliskiren is a substance that belongs to a new group of medicines called renin inhibitors.",15,17
"105","es","en","Alivio sintomático del dolor asociado a torceduras y a tendinitis aguda traumática.","Symptomatic relief of pain associated with sprains and acute traumatic tendinitis.",11,12
"106","es","en","alli 60 mg cápsulas duras:","alli 60 mg hard capsules:",5,5
"107","es","en","Alopecia, prurito*, sequedad cutánea*, rash*, aumento de la sudoración","Hepatomegaly Hepatotoxicity, (including fatality)",4,9
"108","es","en","Alpharma Limited Whiddon Valley Barnstaple EX32 8NS, Reino Unido","Alpharma Limited Whiddon Valley Barnstaple EX32 8NS, UK",8,9
"109","es","en","Altargo se utiliza en adultos y niños mayores de 9 meses.","Altargo is for adults and children aged nine months and older.",11,11
"110","es","en","Alteración renal y hepática:","Impaired renal and hepatic function:",5,4
"111","es","en","Alteraciones de los vasos sanguíneos Muy frecuentes:","Blood vessel disorders very common: common: uncommon:",7,7
"112","es","en","Alteraciones del estado de ánimo, trastornos del sueño","Mood altered, Sleep disturbances",4,8
"113","es","en","Alteraciones en el lugar de la inyección.","Changes at the injection site.",5,7
"114","es","en","Alteraciones que afectan al cuerpo en su conjunto Frecuentes:","Disorders affecting the body as a whole common:",8,9
"115","es","en","Alucinaciones Las alucinaciones constituyen una reacción adversa conocida en el tratamiento con agonistas dopaminérgicos y levodopa.","Hallucinations Hallucinations are known as a side-effect of treatment with dopamine agonists and levodopa.",14,16
"116","es","en","Am Euro Platz 2 A-1120 Wien Tel: + 43-(0) 1 813 12 31","Am Euro Platz 2 A-1120 Wien Tel: + 43-(0) 1 813 12 31",13,13
"117","es","en","Amarillo anaranjado S (E110) 1,7 mg por comprimido","Sunset yellow (E110) 1.7 mg per tablet",7,8
"118","es","en","Ambirix suspensión inyectable Vacuna (HAB) (adsorbida) antihepatitis A (inactivada) y antihepatitis B (ADNr)","Ambirix– Suspension for injection Hepatitis A (inactivated) and hepatitis B(rDNA) (HAB) vaccine (adsorbed).",13,13
"119","es","en","Ambos casos fueron leves y no se comunicaron secuelas.","Both cases were unremarkable and no sequelae were reported.",9,9
"120","es","en","Ambos fármacos se 7 Westferry Circus, Canary Wharf, London E14 4HB, RU Tel.:","The main measure of effectiveness 7 Westferry Circus, Canary Wharf, London E14 4HB, UK Tel.",15,13
"121","es","en","Ambos pueden interferir con el status del Helicobacter pylori.","Both might interfere with the Helicobacter pylori status.",8,9
"122","es","en","Amgen Europe B. V.","Amgen Europe B. V.",4,4
"123","es","en","Amgen Manufacturing Limited PO Box 4060, Road 31 km 24.6 Juncos, PR 00777-4060 Puerto Rico","Amgen Manufacturing Limited PO Box 4060, Road 31 km 24.6 Juncos, PR 00777-4060 Puerto Rico",15,15
"124","es","en","Amlodipino no afecta la conducción auriculoventricular y no tiene un efecto inotrópico negativo.","Amlodipine does not impair AV conduction and does not have a negative inotropic effect.",14,13
"125","es","en","AMMONAPS se receta a pacientes con trastornos del ciclo de la urea.","AMMONAPS is prescribed to patients with urea cycle disorders.",9,12
"126","es","en","Ampliaciones de solicitudes centralizadas Solicitudes abreviadas Arbitrajes/remisiones","Variations type I Variations type II Transfers Scientific advice New MRL applications",12,7
"127","es","en","an 5.2 Propiedades farmacocinéticas","ed 5.2 Pharmacokinetic properties",4,4
"128","es","en","an La jeringa precargada (0,3 ml) contiene 1,5 mg de fondaparinux sódico.","ho One pre-filled syringe (0.3 ml) contains 1.5 mg fondaparinux sodium.",11,12
"129","es","en","an No se han realizado estudios formales de interacción entre la pomada de tacrolimus y otros","is Formal topical drug interaction studies with tacrolimus ointment have not been conducted.",13,16
"130","es","en","an Solución inyectable (inyectable) en jeringa precargada.","or Solution for injection (injection) in a pre-filled syringe.",9,7
"131","es","en","an una tapa de plástico transparente (PET).","ho clear plastic (PET) thermoformed tray with a desiccant and covered with a clear plastic (PET) lid.",17,7
"132","es","en","Añadir el agua para inyección e.","Adding water for injections e.",5,6
"133","es","en","Ancianos (de 65 años o más)","Elderly (aged 65 and older)",5,6
"134","es","en","Ancianos: no es necesario ajustar la dosis en función de la edad del paciente.","Elderly: no dosage adjustment based on age is required.",9,14
"135","es","en","André BROEKMANS Executive Director College ter Beoordeling van Geneesmiddelen P.O.","Dr André BROEKMANS Executive Director Medicines Evaluation Board P.O.",9,10
"136","es","en","anemia parestesias, disguesia (alteración del gusto) hemorragia, úlcera duodenal, gastritis, disfagia, dolor abdominal, sequedad de boca","anaemia paraesthesia, dysgeusia (taste perversion) haemorrage, duodenal ulcer, gastritis, dysphagia, abdominal pain, dry mouth",14,16
"137","es","en","Anexo 3 - Documentos de referencia","Annex 3 - Reference documents",5,6
"138","es","en","Anexo II para todas las especies productoras de alimento","Annex II for all food producing species",7,9
"139","es","en","Angiox es un anticoagulante: impide que se formen coágulos de sangre.","By using Angiox during ACS or PCI, the risk of a blood clot forming is greatly reduced.",17,11
"140","es","en","Anhidrosis Eritema multiforme Prurito Síndrome de Stevens- Johnson","Renal and urinary disorders General disorders and administration site conditions",10,8
"141","es","en","Anomalías en la acomodación, Midriasis, Trastornos visuales","Abnormality of accommodation, Mydriasis, Visual disturbance,",6,7
"142","es","en","Anorexia Hipertrigliceridemia§, hiperuricemia, aumento del apetito","Anorexia Hypertriglyceridemia§, hyperuricemia, increased appetite",5,6
"143","es","en","Ansiedad, Insomnio Mareo, Cefalea,","Anxiety, Insomnia Dizziness, Headache",4,4
"144","es","en","Antecedentes de hipersensibilidad al principio activo o a cualquiera de los excipientes (véase 6.1).","History of hypersensitivity to the active substance or to any of the excipients (see section 6.1).",16,14
"145","es","en","Antecedentes de psicosis en forma de episodios de delirio.","A past history of psychoses in the form of episodes of delirium.",12,9
"146","es","en","Antes de cada utilización debe insertar una aguja nueva.","A new injection needle must be attached before each use.",10,9
"147","es","en","Antes de comenzar la infusión, elimine todas las burbujas de aire presentes.","Before starting the infusion remove any air bubbles.",8,12
"148","es","en","Antes de interrumpir el tratamiento, póngase en contacto con su médico o farmacéutico.","Contact your doctor or pharmacist before stopping.",7,13
"149","es","en","Antes de inyectarse LITAK, debe hacer lo siguiente:","Before you inject LITAK, you must do the following:",9,8
"150","es","en","Antes de la administración, la vacuna debe agitarse bien, para obtener una suspensión blanca ligeramente opaca.","Before administration, the vaccine should be well shaken to obtain a slightly opaque, white suspension.",15,16
"151","es","en","Antes de la hiposensibilización, deberá considerarse la suspensión temporal de TRITAZIDE.","A temporary discontinuation of TRITAZIDE should be considered prior to desensitization.",11,11
"152","es","en","Antes de la inyección, elimine todas las burbujas de aire (ver instrucciones de uso de la pluma).","Before injection remove any air bubbles (see instructions for using the pen).",12,17
"153","es","en","Antes de la primera utilización, guarde Humalog Mix50 Pen en nevera (entre 2ºC y 8ºC).","Before the first use store your Humalog Mix50 Pen in a refrigerator (2°C – 8°C).",15,15
"154","es","en","Antes de que le administren Atriance 3.","Before you are give Atriance 3.",6,7
"155","es","en","Antes de que se le administre Savene 3.","Before you are given Savene 3.",6,8
"156","es","en","ANTES DE QUE SU HIJO RECIBA QUINTANRIX","BEFORE YOUR CHILD RECEIVES QUINTANRIX",5,7
"157","es","en","Antes de su uso deberá leer el prospecto.","Read the package leaflet before use.",6,8
"158","es","en","Antes de tomar Alendronat HEXAL 3.","Before you take Alendronate HEXAL 3.",6,6
"159","es","en","Antes de tomar Azomyr comprimidos bucodispersables 3.","Before you take Azomyr orodispersible tablet 3.",7,7
"160","es","en","ANTES DE TOMAR CLOPIDOGREL BMS","BEFORE YOU TAKE CLOPIDOGREL BMS",5,5
"161","es","en","Antes de tomar Diován 3.","Before you take Diovan 3.",5,5
"162","es","en","ANTES DE TOMAR EUCREAS","BEFORE YOU TAKE EUCREAS",4,4
"163","es","en","ANTES DE TOMAR GLUSTIN","BEFORE YOU TAKE GLUSTIN",4,4
"164","es","en","Antes de tomar Irbesartan Krka 3.","Before you take Irbesartan Krka 3.",6,6
"165","es","en","Antes de tomar Kivexa 3.","Before you take Kivexa 3.",5,5
"166","es","en","Antes de tomar LITAK, debe saber que","You should know before taking LITAK that",7,7
"167","es","en","ANTES DE TOMAR MICOFENOLATO MOFETILO TEVA","BEFORE YOU TAKE MYCOPHENOLATE MOFETIL TEVA",6,6
"168","es","en","ANTES DE TOMAR OPRYMEA","BEFORE YOU TAKE OPRYMEA",4,4
"169","es","en","Antes de tomar PritorPlus 3.","Before you take PritorPlus 3.",5,5
"170","es","en","Antes de tomar Revatio 3.","Before you take Revatio 3.",5,5
"171","es","en","ANTES DE TOMAR STARLIX","BEFORE YOU TAKE STARLIX",4,4
"172","es","en","ANTES DE TOMAR TESAVEL","BEFORE YOU TAKE TESAVEL",4,4
"173","es","en","ANTES DE TOMAR VELMETIA","BEFORE YOU TAKE VELMETIA",4,4
"174","es","en","ANTES DE TOMAR XELODA","BEFORE YOU TAKE XELODA",4,4
"175","es","en","ANTES DE TOMAR ZYRTEC","BEFORE YOU TAKE ZYRTEC",4,4
"176","es","en","ANTES DE USAR APIDRA","BEFORE YOU USE APIDRA",4,4
"177","es","en","ANTES DE USAR BONVIVA","BEFORE YOU USE BONVIVA",4,4
"178","es","en","Antes de usar DaTSCAN 3.","Before you use DaTSCAN 3.",5,5
"179","es","en","ANTES DE USAR FABRAZYME","BEFORE YOU USE FABRAZYME",4,4
"180","es","en","ANTES DE USAR GANFORT","BEFORE YOU USE GANFORT",4,4
"181","es","en","Antes de usar Humalog BASAL KwikPen 3.","Before you use Humalog BASAL KwikPen 3.",7,7
"182","es","en","Antes de usar Insulin Human Winthrop Basal 3.","Before you use Insulin Human Winthrop Basal 3.",8,8
"183","es","en","Antes de usar IVEMEND 3.","Before you use IVEMEND 3.",5,5
"184","es","en","Antes de usar Levemir InnoLet","Before using Levemir InnoLet",4,5
"185","es","en","ANTES DE USAR LIPROLOG BASAL PEN","BEFORE YOU USE LIPROLOG Basal PEN",6,6
"186","es","en","Antes de usar MabThera 3.","Before you use MabThera 3.",5,5
"187","es","en","Antes de usar Myocet 3.","How to use Myocet.",4,5
"188","es","en","Antes de usar NEVANAC 3.","Before you use NEVANAC 3.",5,5
"189","es","en","Antes de usar ORENCIA, su médico le hará la prueba de la tuberculosis o una prueba cutánea.","Before you use ORENCIA, your doctor will examine you for tuberculosis or do a skin test.",16,17
"190","es","en","Antes de usar Prepandrix 3.","Before you receive Prepandrix 3.",5,5
"191","es","en","Antes de usar Prometax 3.","Before you use Prometax 3.",5,5
"192","es","en","ANTES DE USAR REGRANEX","BEFORE YOU USE REGRANEX",4,4
"193","es","en","ANTES DE USAR TEMODAL","BEFORE YOU USE TEMODAL",4,4
"194","es","en","Antes de usar Vidaza 3.","Before you use Vidaza 3.",5,5
"195","es","en","Antes de utilizar OptiSet, realice siempre la prueba de seguridad.","Always perform a safety test before using OptiSet.",8,10
"196","es","en","Antes del tratamiento con MABTHERA:","Prior to MABTHERA treatment",4,5
"197","es","en","Anthony Humphreys fueron nombrados Jefes Adjuntos de Sector.","as Deputy Heads of Sector.",5,8
"198","es","en","Anti-PRN (5 EL. U/ ml)","Anti-PRN (5 EL. U/ ml)",5,5
"199","es","en","anticuerpos neutralizantes, los cuales pueden reaccionar con Extavia (actividad neutralizante).","antibodies, which may react with Extavia (neutralising activity).",8,10
"200","es","en","antitrombótica de fondaparinux es consecuencia de la inhibición selectiva del factor Xa mediada por la antitrombina III (antitrombina).","The antithrombotic activity of fondaparinux is the result of antithrombin III (antithrombin) mediated selective inhibition of Factor Xa.",18,18
"201","es","en","Antiviral para uso sistémico, código ATC:","Antiviral for systemic use, ATC code:",6,6
"202","es","en","Apidra es una insulina de acción corta.","Apidra is a short-acting insulin.",5,7
"203","es","en","Aplicar una banda de 1 cm (0,2 g) de crema por cada 10 cm2 de lesión.","Apply a 1 cm strip (0.2 g) of cream per 10 cm2 of lesion.",14,16
"204","es","en","Approved Prescription Services Ltd 41 Brampton Road Hampden Park, Eastbourne East Sussex, BN22 9AG, Reino Unido","Approved Prescription Services Ltd 41 Brampton Road Hampden Park, Eastbourne East Sussex, BN22 9AG, UK",15,16
"205","es","en","Aprovel 75 mg comprimidos recubiertos con película irbesartan","Aprovel 75 mg film-coated tablets irbesartan",6,8
"206","es","en","Aproximadamente el 75% de la dosis administrada se elimina por las heces y el resto por la orina.","Approximately 75% of the administered dose is",7,18
"207","es","en","Aproximadamente un tercio de los pacientes estaba recibiendo insulina en combinación con metformina y/o sulfonilurea.","Approximately one third of patients were receiving insulin in combination with metformin and/ or a sulphonylurea.",16,15
"208","es","en","APTIVUS está contraindicado en la insuficiencia hepática moderada o grave (ver secciones 4.2 y 4.3).","APTIVUS is contraindicated in moderate or severe hepatic impairment (see sections 4.2 and 4.3).",14,15
"209","es","en","Aranesp 10 microgramos solución inyectable en pluma precargada.","Aranesp 10 micrograms solution for injection in a pre-filled pen.",10,8
"210","es","en","Aranesp 15 µg inyectable Darbepoetin alfa SC","Aranesp 15 µg injection Darbepoetin alfa SC",7,7
"211","es","en","Aranesp 300 μ g inyectable Darbepoetin alfa","Aranesp 300 µg injection Darbepoetin alfa",6,7
"212","es","en","Aranesp 60 microgramos solución inyectable en jeringa precargada.","Aranesp 60 micrograms solution for injection in a pre-filled syringe.",10,8
"213","es","en","Arbitrajes y remisiones 3%","Arbitrations and referrals 3%",4,4
