"","language_a","language_b","a_text","b_text","sentence_length_b","sentence_length_a"
"38","fr","en","Ac Helcor S. R. L.","Ac Helcor S. R. L.",5,5
"39","fr","en","accélération du pouls malaise sueurs froides","nervousness or shakiness • feel",5,6
"40","fr","en","Accords de reconnaissance mutuelle avec des pays tiers","Mutual recognition agreements with third countries",6,8
"41","fr","en","Achats compulsifs, Idées délirantes, hypersexualité, troubles de la libido, paranoïa, jeu pathologique","compulsive shopping, delusion, hypersexuality, libido disorder, paranoia, pathological gambling",9,12
"42","fr","en","Acide édétique 3 Hydroxide de potassium 4 Propylène glycol 5","Edetic acid3 Potassium Hydroxide4 Propylene glycol5",6,10
"43","fr","en","Acide lactique (E 270) Chlorure de sodium Acide chlorhydrique (E 507) pour l’ ajustement du pH Eau ppi","Lactic acid (E 270) Sodium chloride Hydrochloric acid (E 507) for pH adjustment Water for injections",16,18
"44","fr","en","Acide tartrique (E 334), mannitol (E 421), acide chlorhydrique (E 507), hydroxyde de sodium.","tartaric acid (E334), mannitol (E421), hydrochloric acid (E507), sodium hydroxide.",10,14
"45","fr","en","Acide tartrique Gomme arabique Hypromellose Diméticone 350 Talc Hydroxypropylcellulose","Capsule fill • Tartaric acid • Acacia • Hypromellose • Dimeticone 350 • Talc • Hydroxypropylcellulose",16,9
"46","fr","en","Acidose hyperchlorémique (voir section 4.2).","Hyperchloraemic acidosis (see section 4.2).",5,5
"47","fr","en","Aclasta est administré en une seule perfusion intraveineuse par un médecin ou une infirmière.","Aclasta is given as a single infusion into a vein by a doctor or nurse.",15,14
"48","fr","en","Acquisition de nouveau matériel nécessaire à des projets spécifiques","Purchases of new hardware for specified projects",7,9
"49","fr","en","Actelion Registration Ltd BSI Building 13th Floor 389 Chiswick High Road Londres W4 4AL Royaume-Uni","Actelion Registration Ltd BSI Building 13th Floor 389 Chiswick High Road London W4 4AL United Kingdom",16,15
"50","fr","en","Activités et initiatives européennes","The sector undertook the development and",6,4
"51","fr","en","Activités spéciales à affecter 20%","Special activities to be earmarked 20%",6,5
"52","fr","en","Actraphane 10 NovoLet 100 UI/ ml suspension injectable en stylo prérempli","Actraphane 10 NovoLet 100 IU/ ml suspension for injection in a pre-filled pen.",13,11
"53","fr","en","Actraphane 30 40 UI/ ml suspension injectable en flacon Insuline humaine (ADNr)","Actraphane 30 40 IU/ ml suspension for injection in a vial Insulin human (rDNA)",14,12
"54","fr","en","Actraphane 30 Penfill et FlexPen:","Actraphane 30 Penfill and FlexPen:",5,5
"55","fr","en","Actraphane 50 Penfill 100 UI/ ml suspension injectable Insuline humaine, (ADNr) Voie SC","Actraphane 50 Penfill 100 IU/ ml suspension for injection Insulin human (rDNA) SC use",14,13
"56","fr","en","ActraphaneFlexPen non utilisé est à conserver au réfrigérateur (entre 2°C et 8°C).","The FlexPen that is not being used is to be stored in a refrigerator (2°C - 8°C).",17,12
"57","fr","en","Actrapid 100 UI/ ml solution injectable en flacon Insuline humaine, (ADNr)","Actrapid 100 IU/ ml solution for injection in a vial Insulin human (rDNA)",13,11
"58","fr","en","Actrapid est une insuline de substitution, identique à l’ insuline fabriquée par le pancréas.","Actrapid is a replacement insulin that is identical to the insulin made by the pancreas.",15,14
"59","fr","en","Actrapid Penfill 100 UI/ ml solution injectable en cartouche","Actrapid Penfill 100 IU/ ml solution for injection in a cartridge",11,9
"60","fr","en","Adaptation de la posologie en cas d'effets indésirables:","Dose adjustment for undesirable effects:",5,8
"61","fr","en","Adaptez la pompe doseuse sur le flacon Sortez la pompe de son emballage.","Fit the metering pump onto the bottle Take the pump out of its bag.",14,13
"62","fr","en","Addition du solvant dans la poudre f.","Adding solvent to the powder f.",6,7
"63","fr","en","ADENURIC 120 mg est présenté en boîtes de 28 et 84 comprimés pelliculés.","ADENURIC 120 mg is available in pack sizes of 28 and 84 film-coated tablets.",14,13
"64","fr","en","adéquate de la plaie, puis thérapie de","therapy for at least another 7 days.",7,7
"65","fr","en","Administration concomitante de Levviax et de la simvastatine, de l’ atorvastatine et de la lovastatine.","Levviax should not be used concomitantly with simvastatin, atorvastatin and lovastastin.",11,15
"66","fr","en","Administration dans l’ alimentation","Application period of medicated feed as the sole daily ration",10,4
"67","fr","en","Administration par injection sous-cutanée, de préférence au niveau de l'abdomen.","Administration is by subcutaneous injection, preferably at an abdominal site.",10,10
"68","fr","en","Administration Par voie sous-cutanée Les suspensions d'insuline ne doivent jamais être administrées par voie intraveineuse.","Insulin suspensions are never to be administered intravenously.",8,15
"69","fr","en","Administration simultanée d'anti-TNFα et d' anakinra","Concurrent administration of TNF-antagonists and anakinra",6,6
"70","fr","en","Administrer 0,1 mg de firocoxib par kg de poids vif, une fois par jour.","Administer 0.1 mg firocoxib per kg bodyweight, once daily.",9,14
"71","fr","en","Administrer la quantité requise.","Administer the amount required.",4,4
"72","fr","en","Administrer par voie intramusculaire.","Immunisation should be carried out by intramuscular injection.",8,4
"73","fr","en","Adolescents (âgés de 13 à 17 ans) et adultes:","Adolescents (13 to 17 years of age) and adults:",9,9
"74","fr","en","Adopté en février 1998","Status Adopted in February 1998",5,4
"75","fr","en","Adoptée en juillet 1997","Adopted in July 1997",4,4
"76","fr","en","Adoptée en juillet 1997 EMEA/CVMP/183/96","EMEA/ CVMP/ 183/ 96",4,5
"77","fr","en","Adoptée en novembre 1997","Adopted in November 1997",4,4
"78","fr","en","ADROVANCE 70 mg 5600 UI","ADROVANCE 70 mg 5600 IU",5,5
"79","fr","en","Adultes (y compris sujets âgés ≥ 65 ans)","Adults (including the elderly ≥ 65 years of age)",9,8
"80","fr","en","Adultes et adolescents âgés de 13 ans et plus:","Adults and adolescents 13 years of age and older:",9,9
"81","fr","en","Adultes et enfants âgés de plus de 12 ans","Adults and children above the age of 12",8,9
"82","fr","en","Adultes La dose sera individualisée selon le profil du patient (voir rubrique 4.4) et le contrôle tensionnel.","Adults The dose should be individualised according to the patient profile (see section 4.4) and blood pressure control.",18,17
"83","fr","en","Advagraf 1 mg gélules à libération prolongée (Boîte de 30, 50, 60, 100)","Advagraf 1 mg Prolonged-Release Capsules (30, 50, 60, 100 Box)",10,13
"84","fr","en","Advagraf a été aussi efficace que les deux médicaments auxquels il a été comparé.","Advagraf was as effective as both comparator medicines.",8,14
"85","fr","en","Advasure est une émulsion injectable.","What is Advasure? ng Advasure is an emulsion for injection.",10,5
"86","fr","en","ADVATE 250 UI poudre et solvant pour solution injectable.","ADVATE 250 IU powder and solvent for solution for injection",10,9
"87","fr","en","Advocate pour chiens contient 100 mg/ ml d’ imidaclopride et 25 mg/ ml de moxidectine.","Advocate for dogs contains 100 mg/ ml imidacloprid and 25 mg/ ml moxidectin.",13,15
"88","fr","en","Advocate solution pour spot -on pour grands chats","Advocate spot-on solution for large cats",6,8
"89","fr","en","Aerinaze est un médicament contenant les substances actives desloratadine (2,5 mg) et pseudoéphédrine (120 mg).","Aerinaze is a medicine containing the active substances desloratadine (2.5 mg) and pseudoephedrine (120 mg).",15,15
"90","fr","en","Aerius 5 mg comprimés orodispersibles est indiqué chez les adultes et les adolescents (12 ans et plus).","Aerius 5 mg orodispersible tablet is indicated for adults and adolescents (12 years of age and older).",17,17
"91","fr","en","Aerius doit être utilisé avec précaution en cas d’ insuffisance rénale sévère.","In the case of severe renal insufficiency, Aerius should be used with caution.",13,12
"92","fr","en","Aesica Queenborough Limited Queenborough Kent ME11 5EL Royaume-Uni","Aesica Queenborough Limited Queenborough Kent ME11 5EL United Kingdom",9,8
"93","fr","en","Affaires réglementaires et pharmacovigilance","Head of Unit Regulatory affairs and pharmacovigilance",7,4
"94","fr","en","Affections cardiaques Peu fréquent: bradycardie","Cardiac disorders Uncommon: bradycardia",4,5
"95","fr","en","Affections de l'oreille et du conduit auditif:","Ear and labyrinth disorders:",4,7
"96","fr","en","Affections de l'oreille et du labyrinthe","Ear and labyrinth disorders",4,6
"97","fr","en","Affections de la peau et du tissu sous-cutané","Ear and labyrinth disorders Rare Hypoacusis, tinnitus",7,8
"98","fr","en","Affections de la peau et du tissu sous-cutané Alopécie, rash Très fréquent:","Chest pain, asthenia, oedema, injection site pain",7,12
"99","fr","en","Affections de la peau et du tissus sous-cutané Affections musculo- squelettiques et systémiques","Skin and subcutaneous tissue disorders Musculoskeletal and connective tissue disorders Vascular disorders",12,13
"100","fr","en","Affections de la peau et du tissus sous-cutané Très fréquent: alopécie.","Skin and subcutaneous tissue disorders Very common: alopecia.",8,11
"101","fr","en","Affections de votre organe transplanté Fréquent:","If any of the side",5,6
"102","fr","en","Affections des organes de la","Reproductive system and breast disorders:",5,5
"103","fr","en","Affections des organes de reproduction et du sein","Reproductive system and breast disorders",5,8
"104","fr","en","Affections des organes de reproduction et du sein Femme: aménorrhée, ménorragie, trouble menstruel, troubles Fréquent: vaginaux dic","Female: amenorrhea, menorrhagia, menstrual disorder, vaginal disorder Male: testicular pain",10,17
"105","fr","en","Affections des organes de reproduction et du sein Symptômes ménopausiques Hémorragie gynécologique Affections psychiatriques","Reproductive System and Breast Disorders Menopausal symptoms Gynaecological haemorrhage Psychiatric Disorders 11",12,14
"106","fr","en","Affections des organes de reproduction et Fréquent:","Micturition frequency, polyuria Renal failure*, renal insufficiency* Nephrotic syndrome*",9,7
"107","fr","en","Affections du métabolisme et de la nutrition Très fréquents Fréquents","Metabolism and Nutrition Disorders Very common Common",7,10
"108","fr","en","Affections du rein et des voies urinaires","Renal and urinary disorders Skin and subcutaneous tissue disorders",9,7
"109","fr","en","Affections du rein et des voies urinaires Fréquent Peu fréquent Rare","Renal and urinary disorders Common Uncommon Rare",7,11
"110","fr","en","Affections du rein et des voies urinaires nt","Renal and urinary disorders",4,8
"111","fr","en","Affections du rein et des voies urinaires Peu fréquents: insuffisance rénale aigue","Renal insufficiency, including renal impairment and renal failure",8,12
"112","fr","en","Affections du rein et des voies urinaires Rétention","Urine flow decreased Polyuria",4,8
"113","fr","en","Affections du rein et des voies urinaires:","Renal and urinary disorders:",4,7
"114","fr","en","Affections du système immunitaire","Atorvastatin should be used as an adjunct to other lipid-lowering treatments (e. g.",13,4
"115","fr","en","Affections du système immunitaire Fréquent Peu fréquent","Immune system disorders Common Uncommon",5,7
"116","fr","en","Affections du système immunitaire Très rare:","Immune system disorders Very rare:",5,6
"117","fr","en","Affections du système nerveux (périphérique et central)","Nervous system disorders (Peripheral and Central)",6,7
"118","fr","en","Affections du système nerveux Fréquents:","Nervous system disorders Common:",4,5
"119","fr","en","Affections du système nerveux Peu fréquent:","Nervous system disorders Uncommon:",4,6
"120","fr","en","Affections du système nerveux sensations vertigineuses *","Nervous system disorders dizziness* headache*",5,7
"121","fr","en","Affections du système nerveux Très fréquent: céphalée Peu fréquent: paresthésie, somnolence, sensations vertigineuses","Nervous system disorders Very common: headache Uncommon: paraesthesia, somnolence, dizziness",10,13
"122","fr","en","Affections endocriniennes Hypothyroïdie: fréquent","Endocrine disorders Hypothyroidism: common",4,4
"123","fr","en","Affections gastro-intestinales Très fréquent","Gastrointestinal disorders Very common Skin and subcutaneous Very common",9,4
"124","fr","en","Affections hématologiques et du système lymphatique","Blood and lymphatic system disorders",5,6
"125","fr","en","Affections hématologiques et du système lymphatique Fréquent: lymphadénopathie","Blood and lymphatic system disorders Common: lymphadenopathy",7,8
"126","fr","en","Affections hématologiques et du système lymphatique Fréquents:","anaemia, leukopenia, thrombocytopenia, leukocytosis, red blood cell analyses abnormal",9,7
"127","fr","en","Affections hématologiques et du système lymphatique:","Blood and the lymphatic system disorders:",6,6
"128","fr","en","Affections hépatobiliaires Fréquent: hyperbilirubinémie","Hepato-biliary disorders Uncommon: hyperbilirubinaemia.",4,4
"129","fr","en","Affections hépatobiliaires Peu fréquent: hépatite, cholestase Rare: cholécystite","Hepatobiliary disorders Uncommon: hepatitis, cholestasis Rare: cholecystitis",7,8
"130","fr","en","Affections malignes Le risque de développement d’ une affection maligne est augmenté chez les patients atteints de PR.","Malignancy The risk of malignancy is increased in patients with RA.",11,18
"131","fr","en","Affections musculo-squelettiques et systémiques","Musculoskeletal and connective tissue disorders",5,4
"132","fr","en","Affections musculo-squelettiques et systémiques Affections endocriniennes","Muscoskeletal and connective tissue disorders Endocrine disorders Metabolism and Nutrition Disorders",11,6
"133","fr","en","Affections musculo-squelettiques et systémiques fractures osseuses4 myalgie*","Musculoskeletal and connective tissue disorders bone fractures4 myalgia*",8,7
"134","fr","en","Affections musculo-squelettiques et systémiques Fréquents: myalgies","Musculoskeletal, connective tissue and bone disorders Common: myalgia",8,6
"135","fr","en","Affections musculo-squelettiques et systémiques:","Musculoskeletal and connective tissue disorders:",5,4
"136","fr","en","Affections psychiatriques Peu fréquent: insomnie","Psychiatric disorders Uncommon: insomnia",4,5
"137","fr","en","Affections respiratoires, thoraciques et médiastinales","Respiratory, thoracic and mediastinal disorders",5,5
"138","fr","en","Affections respiratoires, thoraciques et médiastinales:","Respiratory, thoracic and mediastinal disorder:",5,5
"139","fr","en","Affections respiratoires, thoraciques et médiastinales: asthme","Respiratory, thoracic and mediastinal disorders: asthma",6,6
"140","fr","en","Affections sous-cutanées et de la peau Rares: prurit, rash et urticaire","Pruritus, rash and urticaria.",4,11
"141","fr","en","Afin d’ optimiser l’ absorption du ténofovir, il est recommandé de prendre Truvada avec de la nourriture.","In order to optimise the absorption of tenofovir, it is recommended that Truvada should be taken with food.",18,17
"142","fr","en","Afin d’obtenir une dose précise, vous devez:","To obtain an accurate dose you must:",7,7
"143","fr","en","Age médian en années (extrêmes) Sexe: hommes / femmes","Median age in years (range) Gender: male/ female",8,9
"144","fr","en","Agenerase 150 mg, capsules molles","Agenerase 150 mg soft capsules.",5,5
"145","fr","en","Agent chélateur du phosphate dans l’ hyperphosphatémie.","Phosphate binder in hyperphosphataemia.",4,7
"146","fr","en","Agglomérat/ poudre blanche à presque blanche.","White to off-white cake/ powder.",5,6
"147","fr","en","Aggressivité persistante dans la démence","Persistent aggression in dementia",4,5
"148","fr","en","Agiter doucement le vaccin avant emploi.","Shake the vaccine gently before use.",6,6
"149","fr","en","Agiter doucement pour faciliter la dissolution de la poudre.","Agitate gently to complete dissolution of powder.",7,9
"150","fr","en","Agitez le flacon pendant 20 secondes avant la première utilisation.","Shake the bottle for 20 seconds before the first use.",10,10
"151","fr","en","Agranulocytose Anémie aplasique Leucocytose Leucopénie Lymphadénopathie Pancytopénie Thrombocytopénie","Pneumonia Urinary tract infection",4,8
"152","fr","en","Ainsi l’ incidence globale des infections peut augmenter (notamment les rhinites, bronchites et pneumonies).","Thus, the overall incidence of infections can increase (in particular of rhinitis, bronchitis and pneumonia).",15,14
"153","fr","en","Ainsi, le vaccin induit un statut immunitaire contre le virus de la leucose féline.","As a consequence, the vaccine induces an immune status against feline leukaemia virus.",13,14
"154","fr","en","Ainsi, les signes d’ augmentation des enzymes hépatiques peuvent être détectés le plus tôt possible.","This is so that signs of increased liver enzymes can be detected as early as possible.",16,15
"155","fr","en","Ainsi, Silgard peut être administré chez les femmes qui allaitent.","Therefore Silgard can be given to breastfeeding women.",8,10
"156","fr","en","Ajouter doucement la solution tampon en la faisant couler le long d'une face du flacon à réaction.","Gently add the formulation buffer down the side of the reaction vial.",12,17
"157","fr","en","Ajouter environ 15 ml d’ eau distillée dans le flacon, le boucher, et agiter pour dissoudre le solide.","Add approximately 15 ml of distilled water to the flask, stopper, and swirl to dissolve the solid.",17,18
"158","fr","en","Ajuster la seringue à la dose nécessaire.","Bring the syringe to the correct dose needed.",8,7
"159","fr","en","ALAT/ASAT > 3x LSN","ALT/ AST > 3xULN",4,4
"160","fr","en","Alcaloïdes de l’ ergot de seigle (substrats du CYP3A4):","Ergot alkaloids (CYP3A4 substrates):",4,9
"161","fr","en","Alcon d.o.o. + 386 1 422 5280","Slovenija Alcon d.o.o. + 386 1 422 5280",8,7
"162","fr","en","Alcon Romania S.R.L.: + 40 21 203 93 24","Alcon Romania S.R.L.: + 40 21 203 93 24",9,9
"163","fr","en","Alcool benzylique Acétate de sodium (trihydraté) Acide acétique glacial Chlorhydrate de sodium Acide chlorhydrique 4N Eau pour injection","Benzyl alcohol Sodium acetate (tri-hydrate) Acetic acid, glacial Sodium chloride / Hydrochloric acid 4N (for pH adjustment)",17,18
"164","fr","en","Alcool Evitez de boire trop d’ alcool pendant que vous prenez ce médicament.","Alcohol Avoid drinking too much alcohol while taking this medicine.",10,13
"165","fr","en","Aldurazyme/ Aldurazyme A 208 semaines","Aldurazyme/ Aldurazyme At 208 weeks",5,5
"166","fr","en","Aliments et boissons FORSTEO peut être administré avec ou sans nourriture.","Using FORSTEO with food and drink Forsteo can be given with or without food.",14,11
"167","fr","en","Aliments et boissons Il est important que vous preniez INTELENCE après un repas.","Taking INTELENCE with food and drink It is important that you take INTELENCE following a meal.",16,13
"168","fr","en","Aliments et boissons La prise alimentaire n'affecte pas significativement l'absorption de la cétirizine.","Taking Zyrtec with food and drink Food does not affect noticeabily the absorbtion of cetirizine.",15,13
"169","fr","en","Aliments et boissons Limitez la consommation de jus de pamplemousse pendant le traitement par Corlentor.","Limit your consumption of grapefruit juice during treatment with Corlentor.",10,15
"170","fr","en","ALIMTA 100 mg poudre pour solution à diluer pour perfusion pemetrexed Pour voie intraveineuse après reconstitution et dilution.","ALIMTA 100 mg powder for concentrate for solution for infusion pemetrexed For intravenous use after reconstitution and dilution.",18,18
"171","fr","en","Allaitement Il est recommandé aux femmes traitées par Trizivir de NE PAS allaiter leur enfant.","Breast-feeding You are recommended NOT to breast-feed your baby while taking Trizivir.",12,15
"172","fr","en","Allaitement Le passage du folinate de calcium dans le lait maternel n’a pas été évalué.","Lactation It is not known whether calcium folinate is excreted into human breast milk.",14,15
"173","fr","en","Allaitement On ignore si le tocilizumab est excrété dans le lait maternel.","Lactation It is unknown whether tocilizumab is excreted in human breast milk.",12,12
"174","fr","en","Almac Pharma Services 22 Seagoe Industrial Estate Craigavon BT63 5QD Royaume Uni","Almac Pharma Services 22 Seagoe Industrial Estate Craigavon BT63 5QD United Kingdom",12,12
"175","fr","en","Alpharma-ISIS GmbH & Co KG","Aliud Pharma GmbH & Co KG Gottlieb-Daimler Str 19 D-89150 Laichingen Germany",12,5
"176","fr","en","Alterner les sites d’ injection afin d’ éviter une gêne au point d’ injection.","ed Rotate the injection sites to avoid discomfort at the site of injection.",13,14
"177","fr","en","Aluminium/ blister en aluminium (Alu/ OPA/ PVC/ PE)","Aluminium/ Aluminium blister (Alu/ OPA/ PVC/ PE)",7,8
"178","fr","en","Am Euro Platz 2 A-1120 Wien Tel: +43-(0) 1 813 12 31","Am Euro Platz 2 A-1120 Wien Tel: + 43-(0) 1 813 12 31",13,12
"179","fr","en","Ambirix ne doit pas être administré:","Ambirix should not be given:",5,6
"180","fr","en","Amélioration ≥ 90% selon l’ évaluation globale du médecin","Decrease (Primary Endpoint)§ Improvement ≥ 90% in Physician’ s Global Evaluation",11,9
"181","fr","en","Amener la seringue à température ambiante avant l’ injection.","Allow the pre-filled syringe to reach room temperature before injecting.",10,9
"182","fr","en","Amgen Europe B. V.","Amgen Europe B. V.",4,4
"183","fr","en","Amines vasopressives (par exemple noradrénaline): l’ effet des amines vasopressives peut être diminué.","The effect of pressor amines may be decreased.",8,13
"184","fr","en","Analogue de l'insuline humaine à action Intermédiaire.","Intermediate acting human insulin analogue.",5,7
"185","fr","en","Analogues de l’ acide folique, code ATC:","Folic acid analogues, ATC code:",5,7
"186","fr","en","Analyse de toute la population (en intention de traiter) 2 Médiane de survie estimée","Docetaxel Winthrop in combination with capecitabine",6,14
"187","fr","en","Analyse per protocole des essais POWER et DUET.","As treated analysis of the POWER and DUET trials.",9,8
"188","fr","en","Analyses basées sur un test de résistance phénotypique","Analyses based on phenotypic resistance testing.",6,8
"189","fr","en","anaphylaxie, lupus érythémateux aigu disséminé, polyarthrite rhumatoïde","Anaphylaxis, systemic lupus erythematosus, rheumatoid arthritis",6,7
"190","fr","en","Anémie et épistaxis ont aussi été rapportées.","Anaemia and epistaxis have also been reported.",7,7
"191","fr","en","Angiox est uniquement administré à l’ hôpital.","Angiox is only given when a patient is in hospital.",10,7
"192","fr","en","Annexe 2 - Résumé du budget de l’ EMEA pour 1997-1999 (en Ecus)","Annex 2 - EMEA budget summaries 1997 - 1999",9,13
"193","fr","en","Anorexie Perte de poids Hyperglycémie, prise de poids","Anorexia Weight decreased Hyperglycaemia, weight increased",6,8
"194","fr","en","Anti-HBs (10 mUI/ ml) †","Anti-HBs (10 mIU/ ml) †",5,5
"195","fr","en","Anti-tétanique (0,1 UI/ ml) †","Anti-tetanus (0.1 IU/ ml) †",5,5
"196","fr","en","anticoagulants (médicaments fluidifiant le sang) ou si vous avez des problèmes de saignements.","medicines) or you have bleeding problems.",6,13
"197","fr","en","Antigène de surface de l'hépatite B 2 3 1","Adsorbed on aluminium hydroxide, hydrated",5,9
"198","fr","en","Antigène de surface de l’ hépatite B recombinant (protéine S)* adsorbé 20 microgrammes pour 1 ml","Hepatitis B virus surface antigen recombinant (S protein)* adsorbed 20 micrograms per 1 ml",14,16
"199","fr","en","Antiviral à usage systémique, code ATC:","Antiviral for systemic use, ATC code:",6,6
"200","fr","en","Apathie, Hallucinations, Myoclonies, Agitation, Troubles de la coordination et de l’ équilibre","Apathy, Hallucinations, Myoclonus, Agitation, Impaired coordination and balance",8,12
"201","fr","en","Apidra est injecté sous la peau (par voie sous-cutanée).","Apidra is injected under the skin (subcutaneously).",7,9
"202","fr","en","apparaît dans la fenêtre de lecture.","is in the dose window.",5,6
"203","fr","en","Applicateur translucide ou blanc en PEBD et étui.","White opaque HDPE bottle with a white LDPE cap, a natural or white LDPE applicator and a sheath.",18,8
"204","fr","en","Appliquer immédiatement après ouverture du sachet-dose.","Apply immediately upon removal from sachet.",6,6
"205","fr","en","Appliquer le médicament directement sur la peau, à la base du cou, en avant des omoplates.","Apply topically to the skin at the base of the neck in front of the shoulder blades.",17,16
"206","fr","en","Appliquer si possible sur une peau saine.","Wherever possible apply to undamaged skin.",6,7
"207","fr","en","Appliquez la crème deux fois par jour, à au moins 8 heures d'intervalle.","Use it twice a day, at least 8 hours apart.",10,13
"208","fr","en","Apposer une étiquette avec une date de péremption d’ un mois.","Label the solution with a one month expiration date.",9,11
"209","fr","en","appropriée peut ensuite être prélevée à l’ aide d’ une seringue stérile et injectée.","The appropriate dose can then be withdrawn with a sterile injection syringe and injected.",14,14
"210","fr","en","Approximativement 27% de la","Approximately 27% of the dose is eliminated in the urine during the first 24 hours.",15,4
"211","fr","en","Appuyez à fond sur le bouton d’injection.","Press the injection button all the way in.",8,7
"212","fr","en","Appuyez sur le bouton blanc de réarmement.","Press the white reset button.",5,7
