"","X","Satz.1.id","Satz.1.TranslatorSource","Satz.1.BLEU","Satz.1.ROUGE","Satz.1.BLEURT","Satz.2.id","Satz.2.TranslatorSource","Satz.2.BLEU","Satz.2.ROUGE","Satz.2.BLEURT","Original","Expected","Satz.1","Satz.2","Similarity.rating.DP","Similarity.rating.TS","Comments.TS","Comments.DP","Translation.rating.TS","Wrong.translation.TS","Comments.TS.1","Similarity.rating.BLEU","Similarity.rating.ROUGE","Similarity.rating.BLEURT","testBLEU.DP.rating","testROUGE.DP.rating","testBLEURT.DP.rating","testBLEU.TS.rating","testROUGE.TS.rating","testBLEURT.TS.rating"
"12","12","61333","IBM","0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000116404698675137","0.133333333333333","-0.569672763347626","5817","CEF","0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000116404698675137","0.148148148148148","-0.226913392543793","Es kann sein, dass die Anwendung von Fluoxetin beendet werden muss.","Treatment with fluoxetine should only be started 2 weeks after discontinuation of an irreversible MAOI (for instance tranylcypromine).","It may be that the application of fluoxetine has to be terminated.","The use of fluoxetine may have to be stopped.","E","E","","","=","","","=","<","<","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"13","13","22373","Deepl","0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000009418382","0.1333333","-0.6747861","3866","CEF","0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000081645874634863","0.133333333333333","-0.699455916881561","Ausschlag (11,6%), Schwindel (8,5%), belkeit (8,0%), Kopfschmerzen (5,7%) und Mdigkeit (5,5%).","The most notable adverse reactions associated with efavirenz are rash and nervous system symptoms.","Rash (11.6%), dizziness (8.5%), nausea (8.0%), headache (5.7%), and fatigue (5.5%).","Rash (11.6ʥ), dizziness (8.5ʥ), nausea (8.0ʥ), headache (5.7ʥ) and fatigue (5.5ʥ).","E","E","","possible mismatch of  sentences ""matching rash""","=","","",">","<",">","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"14","14","22373","Deepl","0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000009418382","0.1333333","-0.6747861","40877","Google","0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000941838229563723","0.133333333333333","-0.699455916881561","Ausschlag (11,6%), Schwindel (8,5%), belkeit (8,0%), Kopfschmerzen (5,7%) und Mdigkeit (5,5%).","The most notable adverse reactions associated with efavirenz are rash and nervous system symptoms.","Rash (11.6%), dizziness (8.5%), nausea (8.0%), headache (5.7%), and fatigue (5.5%).","Rash (11.6%), dizziness (8.5%), nausea (8.0%), headache (5.7%) and fatigue (5.5%).","E","E","","","=","","","<","<",">","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"15","15","22373","Deepl","0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000009418382","0.1333333","-0.6747861","59382","IBM","0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000941838229563723","0.133333333333333","-0.642549216747284","Ausschlag (11,6%), Schwindel (8,5%), belkeit (8,0%), Kopfschmerzen (5,7%) und Mdigkeit (5,5%).","The most notable adverse reactions associated with efavirenz are rash and nervous system symptoms.","Rash (11.6%), dizziness (8.5%), nausea (8.0%), headache (5.7%), and fatigue (5.5%).","Rash (11.6%), dizziness (8.5%), nausea (8.0%), headache (5.7%) and tiredness (5.5%).","E","E","","","=","","","<","<","<","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"16","16","3866","CEF","0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000081645874634863","0.133333333333333","-0.699455916881561","40877","Google","0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000941838229563723","0.133333333333333","-0.699455916881561","Ausschlag (11,6%), Schwindel (8,5%), belkeit (8,0%), Kopfschmerzen (5,7%) und Mdigkeit (5,5%).","The most notable adverse reactions associated with efavirenz are rash and nervous system symptoms.","Rash (11.6ʥ), dizziness (8.5ʥ), nausea (8.0ʥ), headache (5.7ʥ) and fatigue (5.5ʥ).","Rash (11.6%), dizziness (8.5%), nausea (8.0%), headache (5.7%) and fatigue (5.5%).","E","E","","","=","","","<","=","=","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"17","17","3866","CEF","0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000081645874634863","0.133333333333333","-0.699455916881561","59382","IBM","0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000941838229563723","0.133333333333333","-0.642549216747284","Ausschlag (11,6%), Schwindel (8,5%), belkeit (8,0%), Kopfschmerzen (5,7%) und Mdigkeit (5,5%).","The most notable adverse reactions associated with efavirenz are rash and nervous system symptoms.","Rash (11.6ʥ), dizziness (8.5ʥ), nausea (8.0ʥ), headache (5.7ʥ) and fatigue (5.5ʥ).","Rash (11.6%), dizziness (8.5%), nausea (8.0%), headache (5.7%) and tiredness (5.5%).","E","E","","",">","","","<","=","<","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"18","18","40877","Google","0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000941838229563723","0.133333333333333","-0.699455916881561","59382","IBM","0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000941838229563723","0.133333333333333","-0.642549216747284","Ausschlag (11,6%), Schwindel (8,5%), belkeit (8,0%), Kopfschmerzen (5,7%) und Mdigkeit (5,5%).","The most notable adverse reactions associated with efavirenz are rash and nervous system symptoms.","Rash (11.6%), dizziness (8.5%), nausea (8.0%), headache (5.7%) and fatigue (5.5%).","Rash (11.6%), dizziness (8.5%), nausea (8.0%), headache (5.7%) and tiredness (5.5%).","E","E","","",">","","","=","=","<","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"19","19","61674","IBM","0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000301832782260736","0.114285714285714","-0.484882831573486","24665","Deepl","0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000003481837","0.1212121","-0.4624521","Gelbfrbung oder Zunahme einer bestehenden Gelbfrbung Ihrer Haut oder Augen und dunklen Harn bemerken (Anzeichen fr Leberprobleme).","- if you experience a combination of drowsiness, upper right abdominal pain, yellowing or","Note that yellowing or an increase in the existing yellowing of your skin or eyes and dark urine (signs of liver problems).","Notice yellowing or an increase in existing yellowing of your skin or eyes and dark urine (signs of liver problems).","E","E","","","<","","","<","<","<","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"20","20","61674","IBM","0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000301832782260736","0.114285714285714","-0.484882831573486","6158","CEF","0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100044570720195","0.133333333333333","-0.442175924777985","Gelbfrbung oder Zunahme einer bestehenden Gelbfrbung Ihrer Haut oder Augen und dunklen Harn bemerken (Anzeichen fr Leberprobleme).","- if you experience a combination of drowsiness, upper right abdominal pain, yellowing or","Note that yellowing or an increase in the existing yellowing of your skin or eyes and dark urine (signs of liver problems).","Yellowing or increasing existing yellowing of your skin or eyes and dark urine (signs of liver problems).","E","E","","","<","","",">","<","<","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"21","21","61674","IBM","0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000301832782260736","0.114285714285714","-0.484882831573486","43169","Google","0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000463332339029038","0.137931034482759","-0.435013175010681","Gelbfrbung oder Zunahme einer bestehenden Gelbfrbung Ihrer Haut oder Augen und dunklen Harn bemerken (Anzeichen fr Leberprobleme).","- if you experience a combination of drowsiness, upper right abdominal pain, yellowing or","Note that yellowing or an increase in the existing yellowing of your skin or eyes and dark urine (signs of liver problems).","Notice yellowing or worsening of your skin or eyes and dark urine (signs of liver problems).","E","E","","",">","Satz.2","","<","<","<","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"22","22","24665","Deepl","0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000003481837","0.1212121","-0.4624521","6158","CEF","0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100044570720195","0.133333333333333","-0.442175924777985","Gelbfrbung oder Zunahme einer bestehenden Gelbfrbung Ihrer Haut oder Augen und dunklen Harn bemerken (Anzeichen fr Leberprobleme).","- if you experience a combination of drowsiness, upper right abdominal pain, yellowing or","Notice yellowing or an increase in existing yellowing of your skin or eyes and dark urine (signs of liver problems).","Yellowing or increasing existing yellowing of your skin or eyes and dark urine (signs of liver problems).","E","E","","",">","","",">","<","<","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"23","23","24665","Deepl","0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000003481837","0.1212121","-0.4624521","43169","Google","0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000463332339029038","0.137931034482759","-0.435013175010681","Gelbfrbung oder Zunahme einer bestehenden Gelbfrbung Ihrer Haut oder Augen und dunklen Harn bemerken (Anzeichen fr Leberprobleme).","- if you experience a combination of drowsiness, upper right abdominal pain, yellowing or","Notice yellowing or an increase in existing yellowing of your skin or eyes and dark urine (signs of liver problems).","Notice yellowing or worsening of your skin or eyes and dark urine (signs of liver problems).","E","E","","",">","","","<","<","<","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"24","24","6158","CEF","0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100044570720195","0.133333333333333","-0.442175924777985","43169","Google","0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000463332339029038","0.137931034482759","-0.435013175010681","Gelbfrbung oder Zunahme einer bestehenden Gelbfrbung Ihrer Haut oder Augen und dunklen Harn bemerken (Anzeichen fr Leberprobleme).","- if you experience a combination of drowsiness, upper right abdominal pain, yellowing or","Yellowing or increasing existing yellowing of your skin or eyes and dark urine (signs of liver problems).","Notice yellowing or worsening of your skin or eyes and dark urine (signs of liver problems).","E","E","","",">","","","<","<","<","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"25","25","37114","Google","0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000505892735060208","0.111111111111111","0.106998264789581","104","CEF","0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000834076112986429","0.133333333333333","0.169598370790482","Bei ausgeprgten Blutungen ist jedoch meist eine Rethorakotomie erforderlich.","In severe cases, re-thoracotomy is mandatory.","However, if the bleeding is profuse, a rethoracotomy is usually required.","However, rethoracotomy is usually required for heavy bleeding.","E","E","","inaccurate gold standard translation","=","","","<","<","<","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"26","26","37114","Google","0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000505892735060208","0.111111111111111","0.106998264789581","18609","Deepl","0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000505892735060208","0.333333333333333","0.28047376871109","Bei ausgeprgten Blutungen ist jedoch meist eine Rethorakotomie erforderlich.","In severe cases, re-thoracotomy is mandatory.","However, if the bleeding is profuse, a rethoracotomy is usually required.","However, in cases of extensive bleeding, a rethoracotomy is usually required.","E","E","","","=","","","=","<","<","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"27","27","37114","Google","0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000505892735060208","0.111111111111111","0.106998264789581","55619","IBM","0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000601611239961811","0.333333333333333","0.285009056329727","Bei ausgeprgten Blutungen ist jedoch meist eine Rethorakotomie erforderlich.","In severe cases, re-thoracotomy is mandatory.","However, if the bleeding is profuse, a rethoracotomy is usually required.","In case of pronounced bleeding, however, a rethoracotomy is usually required.","E","E","Is ""pronounced"" a suitable word here?","",">","Satz.2","Is ""pronounced"" a suitable word here?","<","<","<","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"28","28","104","CEF","0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000834076112986429","0.133333333333333","0.169598370790482","18609","Deepl","0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000505892735060208","0.333333333333333","0.28047376871109","Bei ausgeprgten Blutungen ist jedoch meist eine Rethorakotomie erforderlich.","In severe cases, re-thoracotomy is mandatory.","However, rethoracotomy is usually required for heavy bleeding.","However, in cases of extensive bleeding, a rethoracotomy is usually required.","E","E","","","=","","",">","<","<","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"29","29","104","CEF","0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000834076112986429","0.133333333333333","0.169598370790482","55619","IBM","0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000601611239961811","0.333333333333333","0.285009056329727","Bei ausgeprgten Blutungen ist jedoch meist eine Rethorakotomie erforderlich.","In severe cases, re-thoracotomy is mandatory.","However, rethoracotomy is usually required for heavy bleeding.","In case of pronounced bleeding, however, a rethoracotomy is usually required.","E","E","","",">","","",">","<","<","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"30","30","18609","Deepl","0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000505892735060208","0.333333333333333","0.28047376871109","55619","IBM","0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000601611239961811","0.333333333333333","0.285009056329727","Bei ausgeprgten Blutungen ist jedoch meist eine Rethorakotomie erforderlich.","In severe cases, re-thoracotomy is mandatory.","However, in cases of extensive bleeding, a rethoracotomy is usually required.","In case of pronounced bleeding, however, a rethoracotomy is usually required.","E","E","","",">","","","<","=","<","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"31","31","22772","Deepl","0","0.1333333","-0.39763","4265","CEF","0","0.133333333333333","-0.371172487735748","Calciumfolinat darf nur intravens oder intramuskulr angewendet werden.","For intravenous and intramuscular administration only.","Calcium folinate may only be administered intravenously or intramuscularly.","Calcium folinate should only be used intravenously or intramuscularly.","E","E","May better than should I would say","mismatch",">","","May better than should I would say","=","<","<","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"32","32","22772","Deepl","0","0.1333333","-0.39763","41276","Google","0","0.133333333333333","-0.371172487735748","Calciumfolinat darf nur intravens oder intramuskulr angewendet werden.","For intravenous and intramuscular administration only.","Calcium folinate may only be administered intravenously or intramuscularly.","Calcium folinate should only be used intravenously or intramuscularly.","E","E","","",">","","","=","<","<","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"33","33","22772","Deepl","0","0.1333333","-0.39763","59781","IBM","0","0.133333333333333","-0.397630035877228","Calciumfolinat darf nur intravens oder intramuskulr angewendet werden.","For intravenous and intramuscular administration only.","Calcium folinate may only be administered intravenously or intramuscularly.","Calcium folinate may only be administered intravenously or intramuscularly.","E","E","","","=","","","=","<",">","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"34","34","4265","CEF","0","0.133333333333333","-0.371172487735748","41276","Google","0","0.133333333333333","-0.371172487735748","Calciumfolinat darf nur intravens oder intramuskulr angewendet werden.","For intravenous and intramuscular administration only.","Calcium folinate should only be used intravenously or intramuscularly.","Calcium folinate should only be used intravenously or intramuscularly.","E","E","","","=","","","=","=","=","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"35","35","4265","CEF","0","0.133333333333333","-0.371172487735748","59781","IBM","0","0.133333333333333","-0.397630035877228","Calciumfolinat darf nur intravens oder intramuskulr angewendet werden.","For intravenous and intramuscular administration only.","Calcium folinate should only be used intravenously or intramuscularly.","Calcium folinate may only be administered intravenously or intramuscularly.","E","E","","","<","","","=","=",">","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"36","36","41276","Google","0","0.133333333333333","-0.371172487735748","59781","IBM","0","0.133333333333333","-0.397630035877228","Calciumfolinat darf nur intravens oder intramuskulr angewendet werden.","For intravenous and intramuscular administration only.","Calcium folinate should only be used intravenously or intramuscularly.","Calcium folinate may only be administered intravenously or intramuscularly.","E","E","","","<","","","=","=",">","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
